	Tumor__Breast_Adeno_09-B_003A	Tumor__Breast_Adeno_09-B_005A	Tumor__Breast_Adeno_92_I_078	Tumor__Breast_Adeno_93_I_192	Tumor__Breast_Adeno_93_I_250	Tumor__Breast_Adeno_94_I_155	Tumor__Breast_Adeno_94_I_159	Tumor__Breast_Adeno_95_I_029	Tumor__Breast_Adeno_9912c068_CC	Tumor__Breast_Adeno_mBRT1_(8697)	Tumor__Breast_Adeno_mBRT2_(9078)	Tumor__Prostate_Adeno_94_I_052	Tumor__Prostate_Adeno_95_I_249	Tumor__Prostate_Adeno_95_I_256	Tumor__Prostate_Adeno_LocalCaP10T	Tumor__Prostate_Adeno_LocalCaP1T	Tumor__Prostate_Adeno_P_0025	Tumor__Prostate_Adeno_P_0030	Tumor__Prostate_Adeno_P_0033	Tumor__Prostate_Adeno_P_0036	Tumor__Prostate_Adeno_P_0062	Tumor__Lung_Adeno_004_B	Tumor__Lung_Adeno_009_C	Tumor__Lung_Adeno_93_I_146	Tumor__Lung_Adeno_93_I_226	Tumor__Lung_Adeno_94_I_196	Tumor__Lung_Adeno_95_I_117	Tumor__Lung_Adeno_HCTN_LUT1_(18702_A1F)	Tumor__Lung_Adeno_HCTN_LUT4_(18870_A1C)	Tumor__Lung_Adeno_H_20154	Tumor__Lung_Adeno_H_20387	Tumor__Lung_Adeno_LT14	Tumor__Colorectal_Adeno_0001c026_CC	Tumor__Colorectal_Adeno_0001c038_CC	Tumor__Colorectal_Adeno_0001c040_CC	Tumor__Colorectal_Adeno_95_I_057	Tumor__Colorectal_Adeno_95_I_175	Tumor__Colorectal_Adeno_9912c055_CC	Tumor__Colorectal_Adeno_HCTN_19339	Tumor__Colorectal_Adeno_HCTN_19389	Tumor__Colorectal_Adeno_HCTN_CRT1_(18851_A1B)	Tumor__Colorectal_Adeno_mCRT1_(8936)	Tumor__Colorectal_Adeno_mCRT2_(9752)	Tumor__Lymphoma_Follicular_FSCC_S93_11021	Tumor__Lymphoma_Follicular_FSCC_S93_13188	Tumor__Lymphoma_Follicular_FSCC_S93_14386	Tumor__Lymphoma_Follicular_FSCC_S93_20082	Tumor__Lymphoma_Follicular_FSCC_S93_23356	Tumor__Lymphoma_Follicular_FSCC_S98_10416	Tumor__Lymphoma_Follicular_FSCC_S98_11020	Tumor__Lymphoma_Follicular_FSCC_S98_14359	Tumor__Lymphoma_Follicular_FSCC_S98_5894	Tumor__Lymphoma_Follicular_FSCC_S99_5073_1	Tumor__Lymphoma_Follicular_FSCC_S99_9100	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S93_04233_Y	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S93_20626_Y	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S94_17150_R	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S94_22323_G	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S94_6696_G	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S97_27534_G	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S98_1217_R	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S98_12453_R	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S98_12569_R	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S98_17557_R	Tumor__Lymphoma_Large_B-Cell_L_B_CELL_S98_8825_Y	Tumor__Melanoma_0-9652	Tumor__Melanoma_11337	Tumor__Melanoma_93_I_262	Tumor__Melanoma_94_I_149	Tumor__Melanoma_94_I_191	Tumor__Melanoma_96_I_166	Tumor__Melanoma_MGH_10427	Tumor__Melanoma_MGH_11511	Tumor__Melanoma_MGH_7974	Tumor__Melanoma_MGH_8907	Tumor__Bladder_TCC_07-B_003E	Tumor__Bladder_TCC_104-64931	Tumor__Bladder_TCC_11520	Tumor__Bladder_TCC_94_I_229	Tumor__Bladder_TCC_9858	Tumor__Bladder_TCC_B_0001	Tumor__Bladder_TCC_B_0002	Tumor__Bladder_TCC_B_0003	Tumor__Bladder_TCC_B_0004	Tumor__Bladder_TCC_B_0007	Tumor__Bladder_TCC_B_0008	Tumor__Uterus_Adeno_2552	Tumor__Uterus_Adeno_2967	Tumor__Uterus_Adeno_3226	Tumor__Uterus_Adeno_3663	Tumor__Uterus_Adeno_4075	Tumor__Uterus_Adeno_4203	Tumor__Uterus_Adeno_4840	Tumor__Uterus_Adeno_4915	Tumor__Uterus_Adeno_5116	Tumor__Uterus_Adeno_92_I_073	Tumor__Leukemia_ALL-B_ALL_(14749)_BM	Tumor__Leukemia_ALL-B_ALL_(17281)_BM	Tumor__Leukemia_ALL-B_ALL_(19183)_BM	Tumor__Leukemia_ALL-B_ALL_(19769)_BM	Tumor__Leukemia_ALL-B_ALL_(20414)_BM	Tumor__Leukemia_ALL-B_ALL_(21302)_BM	Tumor__Leukemia_ALL-B_ALL_(23953)_BM	Tumor__Leukemia_ALL-B_ALL_(28373)_BM	Tumor__Leukemia_ALL-B_ALL_(9335)_BM	Tumor__Leukemia_ALL-B_ALL_(9692)_BM	Tumor__Leukemia_ALL-T_ALL(14402)_BM	Tumor__Leukemia_ALL-T_ALL_(16415)_BM	Tumor__Leukemia_ALL-T_ALL_(17269)_BM	Tumor__Leukemia_ALL-T_ALL_(17638)_BM	Tumor__Leukemia_ALL-T_ALL_(19881)_BM	Tumor__Leukemia_ALL-T_ALL_(22474)_BM	Tumor__Leukemia_ALL-T_ALL_(87_52)_BM	Tumor__Leukemia_ALL-T_ALL_(9186)_BM	Tumor__Leukemia_ALL-T_ALL_(92_571)_BM	Tumor__Leukemia_ALL-T_ALL_(9723)_BM	Tumor__Leukemia_AML_AML_(1,PK)_BM	Tumor__Leukemia_AML_AML_(12,PK)_BM	Tumor__Leukemia_AML_AML_(13,PK)_BM	Tumor__Leukemia_AML_AML_(14,PK)_BM	Tumor__Leukemia_AML_AML_(16,PK)_BM	Tumor__Leukemia_AML_AML_(2,PK)_BM	Tumor__Leukemia_AML_AML_(3,PK)_BM	Tumor__Leukemia_AML_AML_(5,PK)_BM	Tumor__Leukemia_AML_AML_(6,PK)_BM	Tumor__Leukemia_AML_AML_(7,PK)_BM	Tumor__Renal_Carcinoma_5291	Tumor__Renal_Carcinoma_5382	Tumor__Renal_Carcinoma_6727	Tumor__Renal_Carcinoma_6775	Tumor__Renal_Carcinoma_92_I_126	Tumor__Renal_Carcinoma_Carc_609TO	Tumor__Renal_Carcinoma_Carc_614TO	Tumor__Renal_Carcinoma_Carc_614TS	Tumor__Renal_Carcinoma_Carc_623TO	Tumor__Renal_Carcinoma_Carc_623TS	Tumor__Renal_Carcinoma_Carc_628TG	Tumor__Pancreas_Adeno_95_I_298_(I)	Tumor__Pancreas_Adeno_97_I_077	Tumor__Pancreas_Adeno_Pan_16T	Tumor__Pancreas_Adeno_Pan_17T	Tumor__Pancreas_Adeno_Pan_1T	Tumor__Pancreas_Adeno_Pan_29T	Tumor__Pancreas_Adeno_Pan_2T	Tumor__Pancreas_Adeno_Pan_3T	Tumor__Pancreas_Adeno_Pan_4T	Tumor__Pancreas_Adeno_Pan_6T	Tumor__Pancreas_Adeno_Pan_7T	Tumor__Ovary_Adeno_0001c086	Tumor__Ovary_Adeno_07-B_001B	Tumor__Ovary_Adeno_07-B_014G	Tumor__Ovary_Adeno_93_I_081	Tumor__Ovary_Adeno_HCTN_0002c011N	Tumor__Ovary_Adeno_HCTN_19120	Tumor__Ovary_Adeno_HCTN_19155	Tumor__Ovary_Adeno_H_(400)6346	Tumor__Ovary_Adeno_H_6206	Tumor__Ovary_Adeno_mOVT1_(8691)	Tumor__Ovary_Adeno_mOVT2_(I)_(9334)	Tumor__Mesothelioma_161_T6	Tumor__Mesothelioma_165_T5	Tumor__Mesothelioma_166_T4	Tumor__Mesothelioma_169_T7	Tumor__Mesothelioma_215_T5	Tumor__Mesothelioma_224_T5	Tumor__Mesothelioma_228_T4	Tumor__Mesothelioma_235_T6	Tumor__Mesothelioma_300_T	Tumor__Mesothelioma_31_T10	Tumor__Mesothelioma_74_T6	Tumor__CNS_Glioblastoma_GlioB_10	Tumor__CNS_Glioblastoma_GlioB_1	Tumor__CNS_Glioblastoma_GlioB_2	Tumor__CNS_Glioblastoma_GlioB_3	Tumor__CNS_Glioblastoma_GlioB_4	Tumor__CNS_Glioblastoma_GlioB_5	Tumor__CNS_Glioblastoma_GlioB_6	Tumor__CNS_Glioblastoma_GlioB_7	Tumor__CNS_Glioblastoma_GlioB_8	Tumor__CNS_Glioblastoma_GlioB_9	Tumor__CNS_Medulloblastoma_M02_D16	Tumor__CNS_Medulloblastoma_M06_D92	Tumor__CNS_Medulloblastoma_M20_A56	Tumor__CNS_Medulloblastoma_M22_A50	Tumor__CNS_Medulloblastoma_M29_A91	Tumor__CNS_Medulloblastoma_M33	Tumor__CNS_Medulloblastoma_M42_A10	Tumor__CNS_Medulloblastoma_M49_A2	Tumor__CNS_Medulloblastoma_M50_D7	Tumor__CNS_Medulloblastoma_M51_D34
M64572_at	10	37	10	10	10	27	10	131	10	37	114	17	10	10	38	10	10	10	123	10	10	10	10	10	10	10	10	10	82	10	10	136	10	10	10	89	98	89	12	10	10	10	10	23	30	10	10	10	100	211	88	72	76	10	78	10	101	10	10	89	41	10	10	37	10	10	10	10	10	10	10	10	10	10	10	10	32	10	10	34	10	10	10	10	10	10	10	10	10	41	10	58	10	30	10	10	153	10	10	10	10	10	532	10	10	99	10	10	10	10	392	142	81	319	10	10	10	10	246	10	10	10	10	10	273	10	45	10	10	48	14	179	10	10	24	10	189	10	46	10	27	10	64	13	10	10	71	10	10	10	10	10	148	107	19	107	10	10	10	10	10	212	10	10	10	10	10	10	10	59	10	10	109	286	43	34	55	10	10	323	10	192	10	167	10	10	10	10	15	10
M64595_at	10	10	10	10	75	10	14	10	10	10	10	10	10	10	27	10	17	10	10	10	10	56	10	10	10	10	10	10	10	37	10	10	34	18	10	10	10	10	10	10	10	10	10	94	125	243	149	180	316	197	329	104	149	395	653	273	704	390	260	490	252	406	106	295	1025	50	10	10	10	144	43	10	10	77	10	10	10	10	10	39	10	10	10	10	10	10	10	10	10	14	10	10	10	21	72	10	399	485	2000	439	411	694	992	1464	691	28	384	1888	737	1337	1540	175	10	783	429	2089	766	819	64	1061	439	257	1389	961	1176	298	10	10	38	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	12	10	108	10	10	10	10	10	10	20	10	10	10	10	10	21	32	10	10	10	19	10	75	10	10	10	10	10	10	41	10	58	10	10	10	10	14	10	10	10	10	10	10	32	10
M68516_rna1_at	10	10	10	10	10	10	12	10	27	10	10	10	47	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	13	10	45	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	55	10	10	40	10	10	10	10	135	28	10	10	10	118	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	846	122	461	10	10	3810	92	253	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	16	10	10	321	10	10	10	10	10	10	10	10	10	10	10	61	40	286	10	53	10	10	10	10	40	131	14	2416	49	10	10	10	48	10	10	10	10	10	10	10	10	10	10	100	10	30	10	10	10	10	10	10	28	10	10	10	45	22	10	119	10	42	10
M68874_at	10	21	10	10	44	10	10	17	10	10	10	10	10	10	10	10	21	16	10	60	6423	24	10	10	10	33	10	27	51	11	111	812	10	96	10	10	14	10	10	10	28	10	33	10	29	16	10	10	21	10	10	10	10	10	23	10	10	10	10	10	10	10	10	12	10	38	10	15	10	51	10	10	29	10	10	10	10	27	17	10	15	10	10	10	12	10	51	10	75	10	10	334	88	10	10	56	10	10	19	10	10	10	79	51	73	10	10	10	10	10	10	26	10	10	10	10	10	58	10	72	50	20	10	10	10	10	10	10	23	10	17	10	10	10	10	41	31	10	10	10	10	10	65	10	12	125	10	10	26	59	10	15	59	11	71	30	11	10	10	47	109	10	103	10	10	10	40	44	10	41	10	10	10	10	31	10	10	12	10	34	26	10	10	10	10	39	10	10	10	10
M74542_at	10	10	53	10	10	10	39	10	10	10	10	10	10	25	10	10	10	10	177	10	10	107	10	10	10	17	146	10	63	149	10	7729	44	85	10	57	10	10	27	10	10	10	25	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	10	10	10	10	105	10	24	64	10	10	22	10	25	46	10	10	10	10	10	10	10	10	10	10	10	10	37	10	10	53	10	45	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	75	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	443	10	10	10	10	19	10	10	10	10	51	15	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
M76180_at	10	10	10	10	10	10	15	10	10	10	35	10	10	17	10	10	52	10	10	10	41	10	10	12	10	10	10	10	10	10	10	138	301	92	232	260	77	43	41	168	55	168	66	10	11	10	10	10	10	10	10	17	25	10	10	16	10	10	10	10	10	10	10	10	14	10	10	15	10	10	10	10	10	10	10	10	10	10	10	24	10	10	10	24	10	15	10	10	10	16	10	10	10	10	57	59	10	10	10	45	122	10	10	10	10	10	10	31	10	10	10	10	10	10	10	10	10	95	10	10	93	10	10	10	10	10	382	10	50	1010	10	1007	10	264	10	10	82	10	1068	10	23	10	155	10	19	43	10	10	10	10	10	10	10	10	10	13	10	10	10	10	10	10	10	18	10	10	10	10	10	10	10	10	24	15	10	10	10	41	10	10	10	10	16	41	55	10	10	10	10	10
M80647_at	10	10	10	10	10	10	10	10	10	10	10	43	10	10	10	10	10	10	43	10	10	10	10	34	10	10	22	10	37	10	10	917	10	10	10	243	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	161	10	10	30	10	10	59	10	10	10	10	397	10	10	10	10	292	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	47	10	10	10	10	10	10	726	10	40	10	10	10	454	10	396	10	10	46	10	925	319	354	111	10	409	10	47	30	854	236	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	194	10	10	51	10	44	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	71	10	30	53	16	10	32	29	45	140	10	10	10	10	10	10	10	10	10	33	10	10
M83822_at	10	10	92	10	10	10	10	10	45	10	10	103	10	10	10	10	434	927	435	1083	80	10	10	10	10	10	36	10	10	27	10	143	127	69	30	123	10	10	10	10	10	10	71	15	10	26	10	10	10	10	28	10	10	10	39	10	10	53	45	10	10	33	10	10	25	55	10	11	10	10	10	10	10	10	10	10	10	10	10	51	10	10	10	42	10	10	10	43	469	10	10	253	33	10	10	10	10	181	61	10	10	291	10	48	10	59	514	10	10	364	19	10	10	10	94	423	123	45	10	10	10	48	10	10	186	10	10	10	10	151	10	187	10	10	10	10	10	10	101	10	10	28	164	68	10	98	10	10	10	10	10	382	280	10	10	93	40	10	10	10	38	10	75	10	10	10	10	10	10	10	16	10	18	10	10	10	10	43	86	10	66	54	10	26	245	161	10	28	73	39
M85220_at	10	10	10	10	10	10	33	10	10	10	10	214	10	10	139	116	10	10	10	10	10	580	10	91	18	10	10	10	95	10	10	10	10	46	31	38	202	10	10	181	12	10	10	10	10	100	31	54	10	10	124	148	10	10	121	72	260	60	146	62	83	98	35	10	69	10	10	10	10	38	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	34	199	10	176	157	10	10	299	10	114	10	10	10	24	10	10	58	10	52	10	23	10	10	67	10	60	107	10	223	141	10	10	10	10	10	10	10	10	10	88	64	10	10	10	10	31	10	10	191	16	235	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	16	10	10	10	10	10	10	10	10	10	10	203	104	10	10	58	10	10	10	87	256	10	130	178	10	143	78	10	94
M87860_at	10	10	10	10	10	10	10	10	10	10	10	10	10	10	40	10	10	10	10	148	10	10	10	10	10	10	18	10	10	15	10	10	10	10	104	10	46	10	10	187	10	10	10	27	58	19	151	74	121	10	34	10	10	10	443	45	208	87	10	139	171	10	251	10	497	103	10	10	10	10	50	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	50	10	10	10	10	17	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	26	10	10	10	10	280	10	10	779	10	51	10	501	10	10	874	10	313	10	108	10	10	10	10	10	10	10	30	10	97	23	192	35	10	10	10	10	10	10	10	10	10	10	10	10	10	347	10	10	10	10	31	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	38
M88282_at	10	10	62	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	81	10	10	10	10	48	10	59	17	10	10	23	10	26	43	10	10	10	10	13	46	10	22	30	91	10	10	30	12	71	29	10	197	10	46	58	99	10	44	85	119	85	24	10	10	22	23	10	31	24	19	10	10	32	10	17	10	10	10	10	10	10	10	23	13	49	12	10	10	10	114	10	10	10	147	14	232	440	111	10	154	10	64	402	10	388	408	117	193	57	495	281	10	12	10	10	50	66	96	180	10	10	103	119	10	44	10	10	10	10	10	10	10	10	16	10	10	10	10	10	10	10	18	10	10	10	10	10	10	12	10	30	10	10	10	36	31	10	10	10	10	16	10	10	45	25	10	10	23	10	10	10	10	30	57	85	10	10	10	10	10	77	10	10	10	10
M89957_at	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	92	323	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	2984	9529	9626	3595	3547	3543	4151	3747	820	10	811	152	7305	4300	1794	2117	245	262	8346	1830	5344	2936	10	10	10	10	10	10	10	110	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1363	4463	2955	2591	3919	10	2371	4031	1914	607	10	10	10	10	10	10	10	10	115	10	10	10	10	10	10	10	10	99	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
M90657_at	10	10	27	10	674	10	18	12	39	10	10	83	10	24	10	141	113	218	1054	191	10	24	10	10	10	10	194	10	19	45	161	1798	416	10	66	352	66	10	10	12	23	10	181	10	10	10	10	10	30	10	10	55	10	22	10	10	10	31	10	10	10	10	10	10	10	10	10	10	10	10	17	10	10	10	21	10	10	10	10	88	10	10	10	10	10	10	10	10	440	15	10	69	55	28	10	10	10	10	10	35	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	10	10	10	10	10	10	10	10	15	10	10	10	10	10	634	10	10	10	10	242	10	10	10	10	198	830	347	584	733	279	101	10	71	10	2887	327	75	10	328	11	10	10	391	3104	146	3275	10	78	10	61	674	798	664	52	10	10	10	47	23	10	115	10	10	18	73	10	10	10	304	10	10	10	103
M91036_rna1_at	10	10	10	11	10	23	21	10	10	53	14	16	39	10	47	10	63	55	13	71	10	54	29	51	10	19	10	10	55	46	10	10	10	10	22	10	10	10	10	13	19	10	41	10	10	64	16	11	10	55	10	27	10	10	10	14	10	10	10	10	11	25	43	10	15	57	10	31	10	92	10	39	58	10	34	10	27	15	19	10	10	20	10	10	10	10	58	10	10	39	35	35	10	23	68	10	56	53	231	10	10	970	6023	2061	1415	2546	260	1470	10	1456	10	157	24	10	136	207	3218	766	153	653	1617	5165	976	803	2757	16000	10	26	36	32	10	68	36	10	10	10	10	26	30	23	10	10	47	18	10	10	10	10	10	10	10	10	93	10	17	10	10	10	10	10	10	10	16	42	31	39	10	10	15	10	10	14	257	58	47	14	19	43	58	74	10	94	131	10	55	10	10	10	14	10
M91196_at	10	10	56	10	10	10	10	10	10	10	10	256	18	10	10	10	10	10	10	10	10	80	10	10	10	10	10	10	10	64	10	82	128	42	14	10	10	10	10	53	10	10	10	219	106	1023	303	497	293	331	640	220	10	10	526	266	1260	511	1882	10	567	1176	482	250	208	12	10	46	26	10	44	10	10	10	10	10	10	10	16	128	10	10	10	14	10	10	10	10	10	72	40	10	108	13	10	10	12	155	695	10	10	10	10	270	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	288	109	23	240	37	743	265	10	10	10	10	10	10	10	10	129	10	91	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	138	161	10	10	10	129	10	64	10	10	10	11	10	10	10	24	38	120	10	10	93	10	14	60	134	217	10	12	10	10	10	57	10	10	10	510
M91438_at	10	10	40	34	10	10	10	10	16	10	41	151	61	106	10	11	100	51	69	59	10	40	10	48	19	10	40	10	10	44	10	55	18	33	18	10	10	42	10	24	10	10	48	39	38	75	10	58	10	10	136	10	10	12	69	10	12	82	27	87	29	30	368	90	10	10	25	11	10	10	40	34	10	10	10	10	10	21	10	32	72	10	10	38	51	10	62	50	17	45	10	128	33	27	30	10	289	73	108	165	107	4846	235	165	777	83	91	527	10	654	48	47	24	22	4438	112	4227	4601	10	17	2475	1875	359	2142	12314	398	55	44	137	10	51	10	10	124	10	10	10	23	44	10	36	31	54	24	51	38	49	33	31	10	11	32	42	10	10	20	56	20	10	27	50	10	14	10	33	28	10	10	10	24	10	22	10	10	21	25	10	10	10	21	40	10	10	10	10	10	10	10	10	10
M93056_at	10	10	63	16	10	10	14	10	37	10	10	426	25	10	10	10	10	10	10	10	10	257	10	53	19	10	153	235	10	124	84	183	610	199	184	183	72	27	10	109	36	108	743	10	10	10	20	40	10	10	31	27	10	68	131	22	96	102	40	27	301	96	10	40	25	112	10	20	10	10	70	10	72	11	10	10	10	10	10	11	10	10	21	70	28	10	144	87	297	353	88	678	62	10	10	10	496	364	857	83	350	3462	454	1335	291	10	795	964	211	89	51	10	49	10	2039	1341	984	2244	807	1929	1102	1819	2333	1006	861	2709	196	10	80	23	10	100	10	10	10	10	10	10	133	10	10	47	516	239	112	550	24	62	10	10	10	519	264	10	61	10	11	10	10	17	43	10	178	10	51	10	41	10	16	10	10	10	10	10	10	10	10	10	10	26	10	10	10	10	10	10	10	10	10	10
M95167_at	10	11	10	10	29	19	10	10	10	10	10	11	10	10	10	10	10	10	10	10	10	10	12	10	10	12	10	45	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	27	17	15	10	14	10	21	38	10	26	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	28	10	10	10	10	10	93	10	39	46	10	100	10	10	10	36	10	36	10	28	10	10	10	10	35	63	10	65	10	44	467	10	45	10	10	2469	283	1273	10	10	10	10	10	10	10	10	10	31	10	10	10	10	10	10	10	10	10	10	30	25	10	10	10	10	10	10	32	11	10	10	10	29	10	10	15	10	10	10	23	10	10	10	10	10	10	1591	93	10	60	229	54	101	17	10
M96684_at	10	10	104	10	10	10	10	10	10	10	10	10	10	10	10	27	109	141	101	82	50	10	10	10	10	10	38	10	10	10	10	279	10	74	10	31	10	10	10	51	10	10	10	10	75	173	92	11	100	26	10	10	10	10	10	88	10	10	10	10	68	46	10	76	87	19	10	21	10	10	10	10	77	82	10	10	10	10	10	10	10	10	10	10	10	10	10	44	10	75	10	191	22	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	116	10	10	10	10	59	10	10	10	10	10	10	10	10	27	87	10	10	10	10	10	10	10	10	163	10	10	10	201	28	10	80	10	33	10	10	10	10	10	10	58	10	10	10	10	10	72	10	10	10	10	10	10	10	10	10	136	400	198	760	100	42	85	246	334	673	70	168	227	209	112	182	173	10	13	82
M97496_at	10	159	10	10	14	10	10	25	17	28	28	15	17	27	175	155	10	87	28	10	59	10	10	10	43	10	10	10	60	10	10	10	31	10	112	28	23	46	10	325	10	10	10	29	10	22	82	10	10	10	23	16	10	151	10	34	10	10	10	10	10	10	10	10	10	10	10	10	10	120	10	10	24	10	10	72	10	10	10	10	190	89	64	74	80	10	10	24	179	10	10	63	10	10	54	62	10	10	10	333	217	357	210	183	147	135	10	261	196	10	505	10	10	20	10	336	395	10	10	335	164	10	337	150	10	546	10	10	10	10	10	133	40	130	10	334	10	10	40	10	10	10	10	43	10	10	10	10	168	179	77	21	10	10	10	181	116	10	10	10	10	10	10	10	10	10	10	14	10	10	38	10	10	10	13	10	10	10	13	90	10	45	10	10	10	147	72	21	105	222
M97639_at	10	10	157	10	109	10	10	10	10	10	10	10	10	194	62	10	291	377	250	478	10	10	14	10	10	10	10	10	20	10	110	10	10	10	17	40	63	10	10	64	12	10	10	10	10	10	10	10	10	10	54	10	10	10	10	10	10	10	61	10	10	10	10	10	10	17	11	10	10	107	11	10	10	10	10	10	10	10	10	10	10	10	34	10	10	10	10	218	191	10	10	10	10	20	81	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	32	10	10	104	10	10	62	10	10	10	10	10	10	10	10	107	10	10	280	12	138	10	10	10	10	10	10	10	10	79	10	10	119	92	10	70	10	357	10	27	109	10	12	43	10	28	10	10	31	17	10	10	10	10	10	10	10	154	48	328	16	46	43
M97936_at	10	10	10	10	90	10	10	582	274	10	10	22	10	237	10	10	75	10	189	101	138	1143	293	10	10	10	324	60	10	191	344	18	1049	122	523	51	383	10	28	168	10	10	1066	10	90	177	72	19	376	10	10	10	10	10	970	433	466	482	340	1036	2487	2803	246	310	1487	1091	56	220	10	258	108	10	200	133	65	10	10	10	10	493	10	10	10	10	10	10	120	10	10	131	113	10	73	90	10	10	10	10	1129	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	72	10	10	10	10	106	1664	10	10	10	10	358	10	10	49	10	10	10	10	10	10	10	10	10	11	10	10	10	46	10	10	10	10	96	10	10	10	417	10	10	17	10	10	10	10	101	10	10	403	10	10	44	182	90	330	22	10	10	10	10	10	10	132	82	10	10	10	10	10	10	10	10	10	10	10	10
M99487_at	10	10	10	10	10	10	10	10	10	10	18	10	10	59	10	118	2052	2933	2513	2155	10	10	10	10	10	10	10	10	10	10	10	10	10	13	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	42	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	31	10	10	136	10	10	218	77	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	63	10	10	10	10	10	10	55	10	10	10	10	10	10	10	10	10	10	10	10	12	10	10	10	10	10	10	10	10	10	10	10	10	10	10	21	10	25	10	10	10	48	21	12	10	10	10	10	231	25	10	10	10	10	10	33	10	29	10
S39329_at	10	10	10	10	10	10	10	65	10	10	10	10	10	2125	1110	1753	14389	12009	15879	14033	10	10	10	10	10	10	10	10	10	10	10	105	10	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	10	27	10	10	10	10	10	31	72	10	10	10	37	10	10	10	10	10	22	10	10	10	10	10	10	10	12	10	12	10	10	259	10	10	11	10	10	44	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	33	36	10	10	10	18	10	10	10	10	21	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	26	21	10	10	10	10	10	10	10	10	10	2495	10	10	10	10	10	10	10	10	10	10	10	10	10	10	35	15	10	10	10	10	10	11	10	22	10	10	10	10	10	10	10	26	10	10	10
