"","Serrated CRC","Serrated CRC","Serrated CRC","Serrated CRC","Serrated CRC","Serrated CRC","Serrated CRC","Serrated CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC","Conventional CRC"
"200831_s_at",7.79960542245267,7.33360262826828,7.34429590791582,5.71149490665009,7.77807712953536,6.45285896471381,5.41278152533848,6.63517394667492,6.62497817956904,7.28540221886225,7.0703893278914,7.10013667128545,5.63226821549951,8.23409889783732,7.77478705960117,6.97727992349992,5.25171909260596,6.88752527074159,7.09275714091985,7.36806987653208,6.92837032301897,6.27984269352035,5.38887833881199,6.78004757606187,6.23457795978457,6.96116025813664,6.24412594328373,4.98641093525204,8.72689931847653,7.46597446450407,7.47248777146274,6.37330019660839,5.27052894238072,6.20554891117303,6.68650052718322,6.66817586897014,7.90989308377004
"200841_s_at",6.3327079336406,5.86789646399265,5.71699089440494,5.55458885167764,6.31650781910311,4.90689059560852,3.54843662469604,5.22110372536788,5.94485844580754,4.98641093525204,5.48864353985378,3.8073549220576,3.75488750216347,5.456149034648,4.78135971352466,5.46270675067016,3.8073549220576,3.32192809488736,4.33628338786443,5.99095486039699,4.99095486039699,5.44956137461324,5.28540221886225,3.32192809488736,5.99095486039699,3.32192809488736,5.60880924267552,5.04001567884788,5.20945336562895,3.32192809488736,5.67525138605026,6.24792751344359,5.1333991254172,3.54843662469604,3.60880924267552,4.78135971352466,4.79181407116183
"200884_at",6.76155123244448,6.43128865429159,6.49825086752783,7.3037807481771,6.27052894238072,6.99774402605963,8.09592441999854,10.9504829950014,8.05202456048283,7.32822611878773,7.08214904135387,6.71561885907482,5.40258575823259,7.44211412241923,7.1568415245884,9.51056638944875,10.8697480514651,9.52434581646254,9.88935185259465,6.80606622608903,7.70043971814109,7.97441458980553,7.9518675043269,10.1201082493226,7.16691625156997,8.61654884377899,6.26865895502767,7.8972404255748,7.46597446450407,7.07146236255662,9.5618607083726,7.05961485629722,6.56224242422107,6.2460279805281,7.87713072876566,6.92837032301897,7.4757334309664
"200897_s_at",8.56643464628328,9.1053847492476,9.45450493755737,8.82049810743162,9.11139653182856,9.67030217007852,10.1751752621295,8.99378756313484,7.44542875923832,6.51884982870769,9.1532986828549,3.85798099512757,7.46352437327118,7.94485844580754,8.51491126486135,6.82654848729092,7.5352753766208,9.18784690943957,8.59544398458948,8.92925840863697,9.01485738131639,7.06285565520599,6.79960542245267,8.04548665635946,8.69418374333315,7.38284014447524,8.01959072835788,8.29920801838728,8.2001629739997,8.52904005609508,9.10774017024573,7.26397335480341,9.03452387533439,8.49825086752783,8.60622012128167,9.28146643600001,8.39917109381982
"200908_s_at",4.90689059560852,6.04439411935845,4.76553474636298,5.42961596420174,4.70597790168252,6.12722055048807,5.9518675043269,6.18784690943957,5.24412594328373,5.76022094646651,5.70321146739115,7.26865895502767,6.43295940727611,4.37155886261196,6.97498811199193,5.11270013274936,5.88264304936184,5.5298209465287,4.76022094646651,5.45285896471381,5.24031432933371,5.0574502721839,8.41574176829009,6.05961485629722,5.56376827845203,6.51569983828404,6.19574129324645,8.17841587438304,7.97154355395077,4.94485844580754,7.91826695909256,5.14974711950468,5.92124588858559,5.66959375118833,5.80477637795583,4.59693514238723,8.0948694327187
"200951_s_at",5.16188768237689,5.88264304936184,4.95419631038687,3.32192809488736,5.05311133645956,3.32192809488736,6.57893871309339,7.14261765544658,7.3019533951261,5.22110372536788,5.86294724802092,6.21140163741847,3.93545974780529,4.74953426766926,5.16992500144231,3.32192809488736,5.71424551766612,5.56985560833095,5.92362461136832,3.32192809488736,6.4178525148859,5.62058641045188,4.96347412397489,5.55151601762801,4.79181407116183,4.62058641045188,4.40599235967584,5.45285896471381,3.32192809488736,5.78659636189081,3.32192809488736,5.84799690655495,5.11270013274936,5.20554891117303,5.78135971352466,6.44294349584873,3.32192809488736
"200974_at",8.59656249740495,8.96173907260414,10.2692435864904,8.15279185163912,8.97269265400426,10.4452218173975,11.7522551893555,9.71699089440494,7.57667329251657,7.55382125653269,9.54650866097081,8.31288295528435,8.29416121869475,7.63589946594638,10.1985678187845,8.2460279805281,7.07146236255662,9.59469782732387,10.3018391086729,7.89965902637744,9.92896244083598,7.08321336824898,7.98527271425345,9.40215936690663,9.85034313416734,8.91169158187234,7.95594045128948,8.79409089843773,9.43024345027508,9.00365845032321,9.10826307530433,8.08746284125034,9.90463462166815,9.04575966138268,9.53838296003212,10.0762811665795,9.5432251980507
"200986_at",6.78528898070402,6.8703647195834,7.39660478118186,6.33091687811462,6.54843662469604,7.97441458980553,8.42248531567029,6.75221336786514,5.49185309632967,5.70873904135958,6.7292808460274,4.78659636189081,6.00450139223494,5.5453506448223,7.12205144771389,5.04439411935845,5.12101540096137,6.67948009950545,7.53216108498321,5.24031432933371,6.69209237542757,5.56985560833095,6.70873904135958,7.10852445677817,7.23553560671046,6.6906964439777,6.93428059364002,6.51884982870769,6.01122725542325,6.67666233485797,6.79311555527435,5.02680005934372,7.56833618213375,6.81121411751324,7.82845387393049,7.61323695471633,6.4594316186373
"200991_s_at",5.88752527074159,5.62058641045188,5.33985000288462,7.03452387533439,6.38024459047818,5.81762325751143,4.57288966842058,6.992088609014,6.66249036391378,4.95884267524324,5.89481776330794,4.27798474729977,4.64385618977472,5.2667865406949,3.60880924267552,6.31831684133498,3.32192809488736,3.85798099512757,4.60288440871842,6.94953493301701,4.50462039240355,5.24792751344359,3.877744249949,6.2667865406949,4.55458885167764,3.77610398807316,6.41278152533848,4.05311133645956,7.22689381357139,5.52669484554198,4.84799690655495,4.32912359629157,6.90929308582382,4.85299758761332,4.49825086752783,6.83162393682075,4.30012372456901
"201008_s_at",7.01903466936434,7.67171796512923,8.8607766156316,9.57194220989773,8.93221475196838,7.43712784427281,8.73267622307331,7.28355142317431,6.7839804136838,6.99548451887751,8.75120928822302,6.10643207781693,5.82781902461732,6.49024921062709,7.55228483994351,6.33449676839042,8.0405637111587,8.08533966935737,8.31379002544369,9.70043971814109,8.21140163741847,8.17791779219584,9.977566144122,8.63190458725792,9.38175923108018,8.50422311991285,8.97154355395077,9.4749227003798,8.98413359454098,6.5894638929561,8.68860001099912,8.16339809435316,6.0746766862945,6.36457243229586,8.24365004189697,8.70251902915328,8.27658971572526
"201012_at",8.72860081064319,9.08507405303684,7.93840342367024,10.2826251341917,8.69139457853809,8.74214098549815,8.98270842891991,6.15987133677839,5.91647664443772,5.97956810009519,7.6006563078263,6.56985560833095,6.81506301719287,9.63662462054365,7.33449676839042,6.17392693199981,5.94485844580754,6.876516946565,6.05961485629722,8.3228294976289,6.90448409790142,6.1106138055009,7.20554891117303,6.51254295509686,7.57818396809009,6.85549144310187,6.9898202201176,6.80348537559595,6.97384083953315,8.55305325276641,8.18685706717715,6.11270013274936,8.05853297020161,8.01066796290185,6.77214959078454,7.37242979233409,7.0746766862945
"201030_x_at",10.6117625600649,10.184751394711,7.6242471458362,6.60436789989375,9.72092824314849,7.98356369722332,9.96881076755199,10.8951965725633,10.8245610299703,10.2422213950984,10.2178365596936,4.71149490665009,8.88569637333939,10.2307410026269,10.0780173422606,10.298062567719,9.35093918154643,8.88782986169403,10.0092687822657,5.91169158187234,8.75288236627309,10.095265143361,8.42374622911477,9.88691589584725,7.08321336824898,7.98299357469431,10.4978518369511,6.85049941375812,10.1281232423867,11.097505455818,10.3963907155919,9.99590844611722,10.2090877715802,6.77741971551583,8.5808238499628,7.49265437101891,8.95564990752837
"201041_s_at",8.98754825895374,10.7816056064959,8.80542144617176,10.0632602436754,9.23697088625934,9.90989308377004,9.80928581019891,7.88752527074159,8.3110671022556,7.32553033156756,9.02680005934372,6.53605290024021,7.94368695159709,8.49904859773388,8.4757334309664,6.86170728658586,9.43233310162664,9.20334800297976,8.7632123668144,8.84297883178833,8.16087986183931,6.6724253419715,8.81313985089045,9.78496195020486,7.86666075081999,7.91528186586766,9.52532504343348,10.091832039868,8.20945336562895,8.36106648879432,8.44542875923832,7.87528859822269,10.2195315691679,6.85798099512757,7.82654848729092,7.65535182861255,8.95390541512611
"201058_s_at",6.05311133645956,6.65535182861255,7.42794133250948,5.75221336786514,6.08958289312471,7.97613447283165,8.8712892278117,7.96000193206808,5.41953889151378,3.32192809488736,7.52825874275841,3.32192809488736,3.76553474636298,4.76553474636298,8.30514974563003,4.5298209465287,3.32192809488736,7.72996056101802,8.65963918701565,4.27798474729977,7.87282875953489,4.30012372456901,3.95419631038688,7.00450139223494,8.47370574961942,7.4178525148859,4.90689059560852,3.78659636189081,6.87528859822269,7.35755200461808,6.5077946401987,5.08746284125034,8.40981519582048,7.27984269352035,7.56757586852411,8.57402579792481,8.07199858075306
"201069_at",9.12593001006667,9.28540221886225,9.27658971572526,7.17592374206376,9.06689644313624,9.01959072835788,8.70217268536555,8.11738336693148,6.41953889151378,6.82781902461732,8.21237478756727,6.43128865429159,8.07253459972295,6.67807190511264,9.94236788253908,6.74416109557041,6.78920757534734,8.06501215043695,8.28632672709055,6.65391987311942,9.30492166958167,6.92837032301897,7.47735352663456,8.50501755552812,9.47897180503294,8.5630055530624,7.32732808262995,7.94661390541276,7.96693797927846,7.99887245399427,8.62131930101419,8.0427537609772,9.99548451887751,8.60733031374961,9.38586240064146,9.73843008775478,9.11945993445933
"201085_s_at",6.05528243550119,6.49185309632967,5.37155886261196,5.76553474636298,7.04220656012069,6.11478344724985,6.19967234483636,5.12515513132229,6.29278174922785,5.85299758761332,5.55765515472542,3.85798099512757,5.98413359454098,5.18189764310839,6.17592374206376,5.3327079336406,5.8972404255748,4.27798474729977,6.48220292629596,6.43962313755712,6.15987133677839,7.31650781910311,3.32192809488736,5.98185265328974,5.34340782229781,3.44625622988956,5.99548451887751,5.95419631038687,6.04220656012069,4.82781902461732,5.99322146736894,6.30924896081662,5.77610398807316,4.65535182861255,5.73063995591679,3.32192809488736,5.72246602447109
"201101_s_at",5.03121873061072,3.91647664443772,5.36457243229586,4.16188768237689,5.84297883178833,3.4594316186373,3.32192809488736,6.40258575823259,5.26303440583379,3.32192809488736,6.17791779219584,3.84799690655495,3.82781902461732,4.4262647547021,6.06824086131282,3.8073549220576,3.78659636189081,3.44625622988956,6.22110372536788,5.29278174922785,5.41278152533848,5.39917109381982,3.57288966842058,5.79441586635011,5.85049941375812,3.44625622988956,5.12101540096137,3.32192809488736,3.74416109557041,6.02901108665907,5.33628338786443,4.98641093525204,4.30012372456901,4.54225804976692,3.90689059560852,3.32192809488736,3.60880924267552
"201105_at",9.61654884377899,9.74382460692961,10.149239038837,8.51135734069712,9.27705487614873,10.4488390209423,10.9410476063406,8.73403213956493,6.84549005094437,6.32192809488736,8.59469782732387,5.57288966842058,7.35755200461808,6.01122725542325,9.84893585552457,7.06931549454008,3.4594316186373,8.27332938656167,8.85330955540367,6.01346225980656,9.14745934607698,5.84549005094437,7.40854204229686,7.3264294871223,9.62333283245184,8.49425558654498,7.88264304936184,6.18189764310839,8.22929950871093,8.63263175211247,8.20506011054465,6.8972404255748,9.91348784071516,8.74416109557041,9.11374216604919,9.71063426411374,8.4858293087019
"201109_s_at",5.79441586635011,6.33449676839042,7.23553560671046,4.75488750216347,6.19770815795585,6.90086680798075,7.86046625851717,7.02901108665907,5.87282875953489,5.06608919045777,6.92599941855622,3.32192809488736,5.29278174922785,5.3819754785573,6.82654848729092,4.47248777146274,5.51096191927738,6.26491169307446,7.25171909260596,5.2364926183813,6.71424551766612,6.76686014382955,3.39231742277876,7.22303633790187,6.18982455888002,5.64385618977472,4.81762325751143,5.48542682717024,6.03342300153745,6.70043971814109,6.17592374206376,5.19377174339668,7.00337736020232,6.12722055048807,6.1333991254172,7.10013667128545,6.33091687811462
"201110_s_at",6.4178525148859,6.97384083953315,7.98641093525204,4.64385618977472,6.70321146739115,7.49585502688717,8.37721053038855,7.39660478118186,5.81506301719287,4.76022094646651,6.84172158112846,3.47248777146274,6.16591193893569,4.5298209465287,7.90388184573618,5.22496636500027,5.63226821549951,5.76553474636298,7.74617838097141,5.09592441999854,7.96173907260414,7.07681559705083,6.21140163741847,8.04220656012069,7.67313237214536,5.49185309632967,4.94485844580754,5.43962313755712,6.03562390973072,6.10852445677817,6.13955135239879,5.59395128394841,7.34340782229781,5.63517394667492,6.62058641045188,7.09803208296053,6.77346892790519
"201116_s_at",3.32192809488736,3.58496250072116,3.52356195605701,6.02680005934372,3.32192809488736,3.75488750216347,4.76553474636298,6.95884267524324,4,3.56071495447448,6.59693514238723,3.32192809488736,3.83794324189103,3.32192809488736,3.75488750216347,3.32192809488736,3.91647664443772,3.99095486039699,5.1168637576909,3.76553474636298,3.32192809488736,3.32192809488736,3.59693514238723,4.22496636500027,3.32192809488736,3.63226821549951,3.32192809488736,3.32192809488736,6.29278174922785,4.54843662469604,6.69348695749933,6.72109918870718,3.40599235967584,3.76553474636298,3.59693514238723,3.67807190511264,6.71011763204345
"201117_s_at",3.32192809488736,3.48542682717024,3.32192809488736,5.48542682717024,4.20163386116965,5.51727569320958,6.57742882803575,7.22110372536788,3.32192809488736,3.32192809488736,6.37677657188298,3.32192809488736,5.36457243229586,4.29278174922785,4.38543103719352,3.63226821549951,5.64673869830785,3.76553474636298,5.31831684133498,3.94485844580754,4.4262647547021,3.32192809488736,3.39231742277876,4.6724253419715,4.92124588858559,4.53605290024021,3.85798099512757,3.37851162325373,6.59842476052772,4.24792751344359,6.09381367340273,7.24031432933371,3.84799690655495,3.32192809488736,4.82781902461732,3.37851162325373,6.83289001416474
"201123_s_at",7.11790278909403,9.59170933316174,9.0679720778857,8.65999589242998,5.50143914515887,5.42290574261218,6.41447383643093,8.7323370447384,5.39574832817903,5.08746284125034,7.21431912080077,7.11894107272351,5.64961545906341,5.82273014794452,6.2460279805281,5.49505552836802,6.16992500144231,5.90448409790142,5.96809075204526,5.62058641045188,6.82908844400489,6.91288933622996,6.18784690943957,5.32553033156756,5.11270013274936,7.00112666545428,9.96535141121556,6.10852445677817,6.59245703726808,5.61176256006487,9.61820194159408,7.13750352374993,9.16842141085193,9.04466733118408,5.00898878322726,5.73606362787181,5.68369645430652
"201137_s_at",8.14414836650889,9.15633593669436,8.47451716417449,8.45532722030456,7.8923910259134,9.77889847600838,9.25148241062021,7.31650781910311,6.53449743373817,5.91169158187234,6.92362461136832,6.84046323386954,7.73741636593706,6.72246602447109,7.38629363515099,8.09434164963584,6.49825086752783,7.94953493301701,6.66391384211598,6.65535182861255,7.10118781525974,7.93073733756289,8.62461270900574,8.0503928599799,7.85424505422013,7.83541884047548,10.048623099387,9.7515440590891,7.01792190799726,7.70597790168252,8.80671071796523,7.15279185163912,9.81506301719287,7.3110671022556,8.49345520092618,7.98925256516599,7.70390357344466
"201141_at",8.1261882105221,8.16037568743582,8.34739990950854,5.60584986719498,8.0911708900279,8.41616416473313,10.1455500930202,6.57591736111815,5.02680005934372,5.48220292629596,6.37851162325373,6.27426166125705,6.53605290024021,4.95419631038687,7.8635668293235,6.44294349584873,5.92362461136832,8.35358794919542,5.88508622529017,5.62643913669732,6.97842446544086,5.59991284218713,8.55190047999961,6.58496250072116,8.31786479839195,6.81506301719287,9.02319989708933,6.32912359629157,6.74146698640115,7.82273014794452,7.59618975614441,6.04220656012069,8.48944659862258,7.21431912080077,8.49944729748518,8.75355105460065,7.13442632022093
"201147_s_at",6.16188768237689,5.49185309632967,6.84674402324487,4.74953426766926,6.25738784269265,7.10013667128545,6.92837032301897,5.83035674741922,4.39917109381982,5.98413359454098,6.03782146543497,5.85549144310187,5.70321146739115,3.47248777146274,7.18289089274548,7.29553937040683,3.32192809488736,4.57288966842058,5.78659636189081,3.32192809488736,7.5274770060604,4.27052894238072,5.55765515472542,6.46270675067016,6.11270013274936,6.58195375084882,4.52356195605701,3.4594316186373,6.12722055048807,5.46597446450407,6.19967234483636,5.52356195605701,7.1405741777099,6.25927248703759,6.85174904141606,7.54920708935568,7.74146698640115
"201150_s_at",7.05853297020161,6.44294349584873,7.97269265400426,5.06608919045777,7.27798474729977,8.00506308001346,7.99378756313484,5.90929308582382,5.17392693199981,6.07253459972295,7.06931549454008,6.02901108665907,5.24412594328373,4.79701297783614,8.85767003596247,6.41616416473313,4.65535182861255,6.18189764310839,7.09592441999854,4.66106547980695,8.96636124729361,4.78659636189081,5.40258575823259,7.25361115194717,8.21577565302028,7.04766925139131,5.75221336786514,6.26303440583379,6.89360490485829,6.62205181945638,7.01792190799726,5.46923479366766,7.74011804283313,7.10013667128545,7.76619759730084,8.30879406721648,8.30103884990315
"201162_at",9.13082793414513,9.00618579994629,10.0016896684042,9.01429949459603,9.74986942739684,10.3128829552844,11.2324209271761,9.16917340202917,8.08852325661663,3.8972404255748,9.85128055787861,3.32192809488736,8.32418054661874,7.03452387533439,9.66799853567253,8.28678875913321,3.32192809488736,9.16540952031982,9.38262402657492,7.6409679104499,9.97039353791468,6.96693797927846,3.32192809488736,9.35292621305926,9.3524848869497,9.27122956321564,7.96520709119934,7.2667865406949,8.13955135239879,9.05311133645956,9.06958402781975,7.59469782732387,10.8887432488983,9.49944729748518,10.0894504811159,10.4083297407674,8.82623067805053
"201163_s_at",9.37959497168707,8.96636124729361,10.0036584503232,8.8814199080924,9.7102898632907,10.2704121391551,10.6398833131998,8.9614496943982,8.50581155391959,7.12205144771389,9.8923910259134,6.2364926183813,8.36675932833517,7.61249994573944,9.35138098067433,8.44997398581035,6.08321336824898,9.14593214582051,9.77577486863729,8.18437948621294,10.0263851142162,7.84360704649056,7.50620838930675,9.42332604706989,9.77462235898556,9.2994369994275,8.90358062534864,8.70942850136835,9.1644041578813,8.66817586897014,9.28285676219906,8.27937843123448,9.92362461136832,9.36040817482402,9.73487894069325,9.3235051802769,9.19697089788995
"201169_s_at",6.15380533607904,6.95070169008901,5.04001567884788,6.17192735435346,6.66533591718518,6.60880924267552,6.15785216914174,6.6667565918848,6.456149034648,4.04439411935845,7.3931759143488,3.63226821549951,3.32192809488736,7.10328780841202,6.82527683005487,5.44625622988956,6.82273014794452,5.02236781302845,6.28725064325462,6.35931031689044,6.7292808460274,4.85798099512757,7.59544398458948,5.96578428466209,5.44294349584873,7.01457846492289,4.74953426766926,6.77741971551583,7.08427691053149,6.78135971352466,6.76950729143624,6.15785216914174,6.76022094646651,3.96347412397489,5.57893871309339,6.12928301694497,7.54997714277182
"201203_s_at",3.76553474636298,5.3110671022556,5.24412594328373,6.80477637795583,3.32192809488736,5.38543103719352,3.32192809488736,3.32192809488736,3.32192809488736,5.8972404255748,5.73606362787181,3.32192809488736,3.32192809488736,6.24412594328373,6.25550073314839,3.32192809488736,3.32192809488736,6.26115467261557,6.49825086752783,6.70597790168252,3.65535182861255,6.36106648879432,3.35049724708413,3.32192809488736,3.40599235967584,6.11270013274936,5.39231742277876,3.32192809488736,5.59991284218713,5.68929916053589,6.44956137461324,6.15987133677839,4.29278174922785,5.81762325751143,6.97154355395077,5.53915881110803,6.09169983413681
"201246_s_at",5.88264304936184,6.23266075679027,4.58496250072116,5.69209237542757,5.28540221886225,5.71424551766612,3.32192809488736,6,3.81762325751143,6.16992500144231,6.20750245925879,3.32192809488736,6.08533966935737,6.32553033156756,5.89965902637744,6.18189764310839,4.32912359629157,4.04439411935845,5.90929308582382,4.32192809488736,5.45285896471381,5.93073733756289,3.85798099512757,5.78659636189081,6.10013667128545,6.56985560833095,6.68509917200661,3.83794324189103,6.0703893278914,6.56985560833095,5.35049724708413,6.13545278418517,6.15380533607904,3.32192809488736,6.59544398458948,5.48220292629596,3.57288966842058
"201262_s_at",4.98185265328974,4.15380533607904,5.33628338786443,3.32192809488736,5.71424551766612,5.38543103719352,6.63517394667492,5.4262647547021,4.07895134139482,4.83289001416474,6.1333991254172,5.39574832817903,3.32192809488736,4.30012372456901,6.56071495447448,4.17791779219584,4.35755200461808,5.40258575823259,5.25927248703759,3.86789646399265,6.44956137461324,3.32192809488736,5.67807190511264,5.19770815795585,5.80219321694183,5.47897180503294,3.32192809488736,4.71149490665009,5.42961596420174,5.5453506448223,5.13750352374993,3.67807190511264,7.0574502721839,6.39231742277876,5.57893871309339,6.86294724802092,6.44128427192704
"201295_s_at",3.83794324189103,5.51727569320958,3.59693514238723,6.39917109381982,3.77610398807316,4.78135971352466,4.73876783680019,3.40599235967584,5.16591193893569,4.65535182861255,5.34340782229781,3.32192809488736,3.32192809488736,4.24031432933371,5.14974711950468,4.30012372456901,5.08746284125034,4.4262647547021,4.70597790168252,6.84924870276441,5.22881869049588,4.92599941855622,4.6724253419715,4.91647664443772,4.28540221886225,6.19574129324645,5.0574502721839,5.53915881110803,6.28725064325462,3.79701297783614,5.92599941855622,4.76022094646651,5.49505552836802,5.25927248703759,4.36457243229586,5.83289001416474,5.30012372456901
