"","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","DLBCL","FL","FL","FL","FL","FL","FL","FL","FL","FL","FL","FL","FL","FL","FL","FL","FL","FL","FL","FL"
"AB000409_at",3.32192809488736,6.93073733756289,9.26209484537018,7.62935662007961,7.17990909001493,8.5274770060604,8.76818432477693,7.38370429247405,8.64745842645492,7.5077946401987,8.58871463558226,8.70043971814109,8.74483383749955,3.32192809488736,7.56985560833095,4.58496250072116,5.39231742277876,7.24792751344359,8.876516946565,7.64385618977472,3.32192809488736,8.85486838326024,7.4262647547021,7.72109918870718,8.73470962022584,7.8703647195834,3.32192809488736,3.32192809488736,3.32192809488736,5.7279204545632,3.32192809488736,3.32192809488736,9.43462822763673,8.93369065495223,3.32192809488736,8.80413102118332,10.2585660338899,8.84862294042934,3.32192809488736,6.85798099512757,7.68650052718322,8.42206476617281,3.32192809488736,8.49585502688717,3.32192809488736,9.14720492494223,7.04439411935845,7.82017896241519,7.92481250360578,7.11894107272351,7.29462074889163,7.77478705960117,7.25738784269265,3.32192809488736,8.57742882803575,4.90689059560852,6.22881869049588,7.74146698640115,3.32192809488736,3.32192809488736,3.32192809488736,8.43879185257826,3.32192809488736,4.39231742277876,3.32192809488736,3.32192809488736,4.52356195605701,3.32192809488736,7.29462074889163,3.32192809488736,7.07681559705083,8.58120058192496,8.7279204545632,3.32192809488736,7.4594316186373,3.4594316186373,3.32192809488736
"AB002314_at",3.32192809488736,3.32192809488736,5.78135971352466,3.32192809488736,3.32192809488736,3.32192809488736,5.39231742277876,3.32192809488736,6.44294349584873,6.55458885167764,3.32192809488736,3.32192809488736,7.4262647547021,3.32192809488736,6.78135971352466,5.39231742277876,4.32192809488736,7,4.16992500144231,6.95419631038687,7.51569983828404,6.71424551766612,5.88264304936184,3.32192809488736,3.4594316186373,3.32192809488736,5.7279204545632,5.35755200461808,3.32192809488736,6.4262647547021,5.52356195605701,6.98868468677217,7.22881869049588,3.32192809488736,8.04439411935845,3.32192809488736,3.32192809488736,3.32192809488736,8.12412131182919,5.08746284125034,7.95419631038687,6.95419631038687,7.83920378809694,3.32192809488736,5.8073549220576,5.16992500144231,6.64385618977472,7.31288295528436,6.22881869049588,3.32192809488736,7.03342300153745,6.4093909361377,4.95419631038687,8.96000193206808,3.32192809488736,3.32192809488736,6.4757334309664,6.4594316186373,4.85798099512757,3.32192809488736,8.93957921431469,9.08214904135387,7.11894107272351,8.78790255939143,6.14974711950468,4.16992500144231,4.16992500144231,3.32192809488736,3.32192809488736,7.02236781302845,6.22881869049588,6.53915881110803,7.4262647547021,8.2240016741981,7.4262647547021,6.8703647195834,5.8073549220576
"AB002409_at",3.32192809488736,7.82017896241519,8.10328780841202,6.4757334309664,3.32192809488736,8.78463484555752,7.03342300153745,12.8976564112511,8.73470962022584,7.62205181945638,7.63662462054365,8.56224242422107,8.7515440590891,5.28540221886225,11.4868350215631,8.2045711442492,9.99717948093762,8.2336196767597,3.32192809488736,10.3331553503106,3.32192809488736,8.82017896241519,7.15987133677839,9.67771964164101,9.36194377373524,3.32192809488736,3.32192809488736,7.37503943134692,11.1947568544222,3.70043971814109,5.35755200461808,6.94251450533924,9.4262647547021,8.56985560833095,9.08480838780436,11.9534689622288,10.2082343583398,11.116993677547,9.8073549220576,7.83289001416474,3.32192809488736,3.32192809488736,3.32192809488736,8.3264294871223,7.37503943134692,11.6211361132746,9.24317398347295,3.32192809488736,7.78790255939143,7.89481776330794,8.55074678538324,3.32192809488736,11.5038257379958,8.14974711950468,3.32192809488736,9.12153351734003,9.51175265376738,7.3037807481771,12.0667619323869,13.380461065089,8.17492568250068,10.8818787076004,11.2088439907346,9.319672120947,13.2403441466314,12.467605550083,10.6257088430645,8.0389189892923,9.73131903102506,12.189206834597,10.3674147512468,13.6361714416359,11.2894425756883,12.3682336113809,12.6320864128352,11.7698378436294,11.4604558963096
"AC002073_cds1_at",3.32192809488736,3.32192809488736,3.32192809488736,3.4594316186373,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.61470984411521,3.32192809488736,4.95419631038687,7.2667865406949,4.32192809488736,3.32192809488736,7.37503943134692,7.44294349584873,7.68650052718322,3.32192809488736,7.01122725542325,3.32192809488736,3.32192809488736,6.85798099512757,7.5077946401987,6.12928301694497,7.3037807481771,3.32192809488736,5.16992500144231,7.97154355395077,4.39231742277876,7.84549005094437,4.64385618977472,3.32192809488736,9.22881869049588,4.52356195605701,8.4797802640291,6.35755200461808,3.32192809488736,3.32192809488736,7.4093909361377,7.17990909001493,4.24792751344359,3.32192809488736,7.17990909001493,7.10852445677817,7.90689059560852,3.32192809488736,4.52356195605701,3.32192809488736,8.19967234483636,6.62935662007961,7.14974711950468,7.57742882803575,3.32192809488736,9.06877827798541,3.32192809488736,6.3037807481771,5.8073549220576,8.11374216604919,9.07146236255662,3.32192809488736,3.32192809488736,7.96000193206808,3.32192809488736,9.06877827798541,9.48381577726426,3.70043971814109,7.59991284218713,9.4241662888181,8.01680828768655,7.70735913208088,7.65105169117893,9.15734693536284,3.4594316186373,9.12928301694497,8.05528243550119,7.97154355395077
"AD000092_cds1_at",3.32192809488736,6.59991284218713,8.15987133677839,8.33539035469392,6.64385618977472,7.44294349584873,8.10328780841202,9.8703647195834,3.32192809488736,7.51569983828404,10.12153351734,8.49984588708321,7.93663793900257,6.55458885167764,6.49185309632967,4.58496250072116,8.4757334309664,6.8073549220576,3.32192809488736,3.32192809488736,3.32192809488736,8.66533591718518,3.58496250072116,6.33985000288462,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.97727992349992,3.32192809488736,8.43462822763673,6.4594316186373,3.32192809488736,6.7279204545632,9.13185696060879,9.32867492732795,3.32192809488736,6.78135971352466,8.33539035469392,6.8703647195834,3.32192809488736,7.90086680798075,3.32192809488736,3.32192809488736,3.32192809488736,7.61470984411521,6.4262647547021,5.20945336562895,3.32192809488736,9.10590850857116,8.94251450533924,6.28540221886225,7.33985000288462,3.32192809488736,3.32192809488736,5.7279204545632,7.68650052718322,8.35755200461808,8.10328780841202,3.32192809488736,3.32192809488736,11.8814963848101,4.64385618977472,3.32192809488736,3.32192809488736,7.60733031374961,4,5.6724253419715,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"AD001527_cds1_at",6.3037807481771,6.18982455888002,6.22881869049588,5.55458885167764,6.58496250072116,7.36632221424582,3.32192809488736,7.89481776330794,3.32192809488736,6.32192809488736,7.60733031374961,6.85798099512757,3.32192809488736,8.13442632022093,3.32192809488736,7.34872815423108,3.90689059560852,3.32192809488736,5.6724253419715,3.32192809488736,6.49185309632967,3.32192809488736,5.12928301694497,6.64385618977472,10.8603110549195,6.08746284125034,3.32192809488736,7.21916852046216,6.4262647547021,4.85798099512757,7.4757334309664,6.44294349584873,3.32192809488736,7.60733031374961,7.90689059560852,6.61470984411521,5.49185309632967,7.11894107272351,5.61470984411521,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.20945336562895,6.02236781302845,3.32192809488736,6.82017896241519,6.4757334309664,3.32192809488736,7.10852445677817,6.49185309632967,7.57742882803575,6.61470984411521,5.70043971814109,6.65821148275179,7.15987133677839,7.20945336562895,6.62935662007961,6.4757334309664,7.43462822763672,8.29001884693262,7.4093909361377,7,7.68650052718322,7.54689445988764,6.88264304936184,7.01122725542325,3.32192809488736,7.09803208296053,7.06608919045777,6.56985560833095,6.84549005094437,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.44294349584873
"AF000959_at",3.32192809488736,6.88264304936184,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.31288295528435,8.82336724004623,3.32192809488736,7.64385618977472,3.32192809488736,6.5077946401987,8.70390357344466,3.32192809488736,7.35755200461808,4.4594316186373,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.70043971814109,3.32192809488736,5.12928301694497,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.24792751344359,8.19475685442225,3.32192809488736,3.32192809488736,8.33985000288462,3.32192809488736,9.2336196767597,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.86418614465428,3.32192809488736,3.32192809488736,11.0285967770671,3.32192809488736,3.32192809488736,6.35755200461808,6.37503943134692,3.32192809488736,3.32192809488736,7.99435343685886,7.22881869049588,3.32192809488736,6.55458885167764,7.8703647195834,6.32192809488736,3.32192809488736,7.65821148275179,6.32192809488736,3.32192809488736,8.2336196767597,3.32192809488736,9.62021982550749,6.68650052718322,3.32192809488736,6.85798099512757,8.68999797141945,8.23840473932508,7.79441586635011,7.66533591718518,9.33539035469392,3.32192809488736,8.86727873970966,6.4262647547021,6.76818432477693
"AF001294_at",5.28540221886225,3.90689059560852,8.86418614465428,3.32192809488736,3.90689059560852,3.32192809488736,6.78135971352466,3.32192809488736,7.79441586635011,6.02236781302845,8.17492568250068,6.61470984411521,8.48784003382305,3.32192809488736,7.91886323727459,3.32192809488736,8.04984854945056,6.02236781302845,9.14720492494223,5.49185309632967,7.8008998999203,9.72962074355304,6.4262647547021,8.21916852046216,7.97727992349992,7.56985560833095,7.06608919045777,7.61470984411521,6.94251450533924,6.4093909361377,3.32192809488736,3.32192809488736,3.32192809488736,7.16992500144231,8.64745842645492,8.43045255166553,3.32192809488736,3.32192809488736,6.61470984411521,5.4262647547021,8.03342300153745,6.32192809488736,7.57742882803575,3.32192809488736,8.3264294871223,6.55458885167764,6.28540221886225,7.77478705960117,6.35755200461808,5.64385618977472,8.06608919045777,8.77807712953536,3.32192809488736,7.31288295528436,6.75488750216347,5.95419631038687,3.32192809488736,7.78790255939143,8.3264294871223,8.2667865406949,8.93957921431469,8.10328780841202,4.08746284125034,10.7270695580237,7.16992500144231,5,3.32192809488736,8.24792751344359,3.32192809488736,3.32192809488736,3.32192809488736,7.56985560833095,3.32192809488736,3.32192809488736,5.95419631038687,3.32192809488736,3.32192809488736
"AF009674_at",3.32192809488736,7.36632221424582,3.32192809488736,7.39231742277876,3.32192809488736,7.85798099512757,9.1006623390052,7.84549005094437,9.10328780841202,8.87958324961278,3.32192809488736,8.95710204156229,9.45121111183233,3.32192809488736,3.32192809488736,6.02236781302845,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6,3.32192809488736,3.32192809488736,3.32192809488736,7.3037807481771,3.32192809488736,3.32192809488736,7.70735913208088,3.32192809488736,3.32192809488736,9.37068740680722,6.28540221886225,3.32192809488736,3.32192809488736,9.28540221886225,9.67595703294175,3.32192809488736,3.32192809488736,3.32192809488736,9.31288295528435,3.32192809488736,9.79279029430106,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.62935662007961,3.32192809488736,9.56985560833095,10.3923174227788,3.32192809488736,3.32192809488736,6.89481776330794,3.32192809488736,3.32192809488736,3.32192809488736,9.02236781302845,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.53915881110803,3.32192809488736,7.7279204545632,8.44708322620965,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.02790599656988,3.32192809488736,6.6724253419715,3.32192809488736,3.32192809488736
"D00654_at",5.6724253419715,5.58496250072116,13.3590631836783,13.3220689761961,6.22881869049588,4.58496250072116,12.0209799389042,3.32192809488736,3.32192809488736,4.70043971814109,3.32192809488736,3.32192809488736,3.32192809488736,10.2796105810525,8.7714894695006,3.32192809488736,3.32192809488736,10.1935253605012,11.8105716347411,10.2573878426927,7.59991284218713,9.03066713624694,5.32192809488736,3.32192809488736,13.3890935219045,3.32192809488736,12.2264121927888,4,3.32192809488736,9.31741261376487,8.26209484537018,10.3342732853072,7.23840473932508,7.07681559705083,3.32192809488736,3.32192809488736,6.08746284125034,7.31288295528436,6.58496250072116,9.62753388447279,10.8121773055144,3.32192809488736,6.91886323727459,11.5058115539196,6.33985000288462,3.32192809488736,6.12928301694497,3.32192809488736,8.95128471496697,9.25029841790633,8.56985560833095,7.29462074889163,7.27612440527424,3.32192809488736,5.52356195605701,3.32192809488736,3.32192809488736,12.8109732200022,4.4594316186373,6.71424551766612,8.28540221886225,8.43879185257826,7.35755200461808,12.11731842601,3.32192809488736,3.32192809488736,5.7279204545632,5.08746284125034,7.70043971814109,6.59991284218713,6.95419631038687,6.2667865406949,5.52356195605701,5.78135971352466,8.15987133677839,4.8073549220576,7.2667865406949
"D10704_at",6.28540221886225,7.16992500144231,3.32192809488736,8.90689059560852,6.7279204545632,8.3037807481771,9.53332973230583,9.48179943166575,7.97727992349992,7.74819284958946,7.96000193206808,8.98299357469431,7.5077946401987,3.32192809488736,3.32192809488736,7.08746284125034,3.32192809488736,7.4757334309664,3.32192809488736,3.32192809488736,3.32192809488736,9.0389189892923,5.97727992349992,7.2667865406949,8.19967234483636,3.32192809488736,3.32192809488736,5.35755200461808,3.32192809488736,3.32192809488736,5.32192809488736,5.16992500144231,10,7.91886323727459,3.32192809488736,7.52356195605701,8.27146302790437,9.90237511448603,3.32192809488736,8.20945336562895,6.88264304936184,6.64385618977472,3.32192809488736,8.8073549220576,4.24792751344359,8.50382573799575,3.32192809488736,3.32192809488736,4.75488750216347,7.8073549220576,6.32192809488736,7.07681559705083,7.06608919045777,3.32192809488736,7.82017896241519,3.32192809488736,3.32192809488736,6.76818432477693,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.43254190038826,3.32192809488736,5.61470984411521,3.32192809488736,7.2667865406949,6.8073549220576,6.4262647547021,3.32192809488736,3.32192809488736,7.59245703726808,3.32192809488736,6.97727992349992,6.4757334309664,3.32192809488736
