"","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","ALL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL","MLL"
"31341_at",3.32192809488736,7.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,6.10852445677817,3.32192809488736,3.32192809488736,3.32192809488736,10.0361736125535,3.32192809488736,3.32192809488736,4.85798099512757,9.24555270625568,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,8.08746284125034,6.06608919045777,3.32192809488736,6.20945336562895,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.39231742277876,7.24792751344359,3.32192809488736,5.4594316186373,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.85174904141606,8.10328780841202,3.32192809488736,7.4262647547021,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.10590850857116,7.44294349584873,3.32192809488736,3.32192809488736,3.32192809488736,5.04439411935845,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.13955135239879,4.08746284125034,9.05799172275918,3.32192809488736,7.95419631038687,3.32192809488736
"31362_at",4.5298209465287,4,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7,3.32192809488736,3.32192809488736,5.97727992349992,8.06608919045777,4.90689059560852,6.2667865406949,3.32192809488736,3.32192809488736,6.10852445677817,3.32192809488736,3.32192809488736,7.28540221886225,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.96000193206808,5.97727992349992,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.55458885167764,7.60733031374961,8.81378119121704,6.74146698640115,8.71080643369935,3.32192809488736,3.32192809488736,8.93663793900257,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.23840473932508,3.32192809488736,8.18982455888002,5.4594316186373,3.32192809488736,3.32192809488736,5.83289001416474,8.2807707701306,9.00842862207058,3.32192809488736,8.93957921431469,5.32192809488736,3.32192809488736,8.43045255166553,9.81378119121704,6.22881869049588,6.56985560833095,9.06608919045777,9.07681559705083,3.32192809488736,3.32192809488736,3.32192809488736,6.12928301694497,3.32192809488736,7.39231742277876,8.64024493622235
"31387_at",7.72383156649532,3.32192809488736,7.04439411935845,3.32192809488736,8.96578428466209,8.3037807481771,6.44294349584873,6.8073549220576,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.12412131182919,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.61102479730735,6.88264304936184,3.32192809488736,3.32192809488736,3.32192809488736,5.08746284125034,3.32192809488736,5.64385618977472,3.32192809488736,7.21916852046216,3.32192809488736,3.32192809488736,3.32192809488736,6.6724253419715,7.74819284958946,3.32192809488736,3.32192809488736,8.71080643369935,3.32192809488736,6.56985560833095,7.2667865406949,8.10328780841202,8.72451385311995,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.32192809488736,9.86727873970966,6.84549005094437,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.95419631038687,3.32192809488736,8.95128471496697,3.32192809488736,9.16741814583174,3.32192809488736,8.17990909001493,3.32192809488736
"31404_at",3.32192809488736,3.32192809488736,3.32192809488736,7.4093909361377,3.32192809488736,3.32192809488736,3.32192809488736,9.37721053038855,8.31741261376487,8.7176764230664,8.49585502688717,3.32192809488736,3.32192809488736,9.58496250072116,3.32192809488736,8.62935662007961,3.32192809488736,8.01122725542325,7.83289001416474,8.20945336562895,3.32192809488736,8.76487159073609,8.66888498426625,3.32192809488736,8.94251450533924,8.64385618977473,9.4797802640291,8.70043971814109,4.95419631038687,3.32192809488736,9.24555270625568,8.11894107272351,8.63299519714296,8.25266543245025,3.32192809488736,8.12412131182919,3.32192809488736,9.35755200461808,3.32192809488736,9.47167521439204,9.65105169117893,8.71080643369935,8.46352437327118,3.32192809488736,9.99293833616581,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.4178525148859,8.72109918870719,3.32192809488736,8.95128471496697,8.84235034341381,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.73470962022584,3.32192809488736,9.4797802640291,10.1098306542788,9.16992500144231,3.32192809488736,3.32192809488736,8.21431912080077
"31414_at",5.8703647195834,7.90086680798075,3.32192809488736,6.39231742277876,3.32192809488736,8.74819284958946,3.32192809488736,7.99435343685886,6.10852445677817,5.8073549220576,3.32192809488736,3.32192809488736,3.32192809488736,9.11894107272351,8.54303182025524,8.73470962022584,9.9901039638575,8.44708322620965,3.32192809488736,3.32192809488736,7.2667865406949,3.32192809488736,3.32192809488736,7.4093909361377,3.32192809488736,7.68650052718322,7.74146698640115,6.02236781302845,8.86108690599539,6.3037807481771,6.98868468677217,7.8703647195834,7.54689445988764,3.32192809488736,7.58496250072116,7.09803208296053,7.49984588708321,3.70043971814109,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.74819284958946,7.95419631038687,3.32192809488736,6.98868468677217,6.5077946401987,6.49185309632967,8.5352753766208,3.32192809488736,6.28540221886225,5.6724253419715,7.4757334309664,9.36413465500805,9.403012023575,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.90086680798075,3.32192809488736,9.19721669311005,3.32192809488736,3.32192809488736,7.63662462054365,3.32192809488736,9.12153351734003,3.32192809488736
"31416_at",7.62789861587175,7.25738784269265,5.58496250072116,3.32192809488736,3.32192809488736,7.14974711950468,7.20945336562895,7.86418614465428,3.32192809488736,3.32192809488736,3.32192809488736,5.83289001416474,8.37503943134693,6.70043971814109,3.32192809488736,3.32192809488736,3.32192809488736,6.75488750216347,6.7279204545632,3.32192809488736,8.05528243550119,8.35755200461808,6.96578428466209,3.32192809488736,7.51569983828404,7.77478705960117,8.09803208296053,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.27612440527424,3.8073549220576,8.51175265376738,6.68650052718322,7.93073733756289,6.20945336562895,3.32192809488736,8.09275714091985,6.6724253419715,4.24792751344359,3.32192809488736,8.12412131182919,8.15987133677839,8.84549005094438,4.39231742277876,8.73809225962049,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.70735913208088,8.57742882803575,8.61470984411521,3.32192809488736,8.58120058192496,7.70735913208088,3.32192809488736,8.25738784269265,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.4594316186373,8.49585502688717,3.32192809488736,8.19475685442225,8.21431912080077,3.32192809488736,8.93663793900257,6.4594316186373
"31419_r_at",6.38543103719352,3.32192809488736,10.0457596613827,3.32192809488736,3.32192809488736,3.32192809488736,8.49185309632967,9.4093909361377,3.32192809488736,3.32192809488736,7.62205181945638,3.32192809488736,8.66177809777199,3.32192809488736,10.3739526553702,9.85174904141606,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.01959072835788,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.65642486327778,8.5352753766208,10.6759570329417,3.32192809488736,9.79928162152192,3.32192809488736,9.19721669311005,3.32192809488736,8.39660478118186,9.50382573799575,6.70043971814109,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.04439411935845,3.32192809488736,7.44294349584873,6.16992500144231,3.32192809488736,11.3761253892762,9.53915881110803,3.32192809488736,3.32192809488736,4.64385618977472,3.32192809488736,10.632995197143,9.02513956227851,8.03342300153745,10.9505558970475,10.1636496760158,3.32192809488736,3.32192809488736,3.32192809488736,9.85018683764577,10.3106127816595,10.5097750043269,9.68474862042163,3.32192809488736,3.32192809488736,3.32192809488736
"31423_at",7.0389189892923,6.52356195605701,8.58496250072116,7.95419631038687,3.32192809488736,3.32192809488736,7.01122725542325,7.03342300153745,3.32192809488736,3.32192809488736,3.32192809488736,6.91886323727459,3.32192809488736,3.32192809488736,8.86727873970966,6.76818432477693,7.56985560833095,3.32192809488736,5.61470984411521,7.17990909001493,7.76818432477693,6.88264304936184,5.8073549220576,3.32192809488736,7.66533591718518,8.07681559705083,6.79441586635011,7.8008998999203,5.12928301694497,7.4093909361377,3.32192809488736,5.61470984411521,7.8073549220576,7.18982455888002,3.32192809488736,7.68650052718322,8.2336196767597,3.32192809488736,3.32192809488736,6.93073733756289,3.32192809488736,3.32192809488736,3.32192809488736,7.74819284958946,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.57742882803575,7.2667865406949,3.32192809488736,7.82654848729092,5.7279204545632,3.32192809488736,3.32192809488736,3.32192809488736,7.11894107272351,3.32192809488736,9.61286849729104,3.32192809488736,3.32192809488736,8.11894107272351,3.32192809488736,7.74819284958946,6.08746284125034,3.32192809488736,7.13955135239879,7.5077946401987,3.32192809488736,3.32192809488736,3.32192809488736,5.95419631038687
"31433_at",4.47248777146274,3.32192809488736,5.39231742277876,3.32192809488736,3.32192809488736,4.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.24792751344359,3.32192809488736,5.83289001416474,8.01122725542325,3.32192809488736,3.32192809488736,3.8073549220576,7.02236781302845,7.876516946565,3.32192809488736,3.32192809488736,6.06608919045777,3.32192809488736,8.16992500144231,3.32192809488736,6.22881869049588,7.63662462054365,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.04439411935845,6.75488750216347,4.95419631038687,6.14974711950468,7.48381577726426,3.32192809488736,5.70043971814109,7.92481250360578,7.22881869049588,6.12928301694497,3.32192809488736,7.23840473932508,8.3037807481771,8.62935662007961,7.98299357469431,7.02236781302845,9.3264294871223,8.48381577726426,5.08746284125034,8.19475685442225,3.32192809488736,3.32192809488736,3.32192809488736,7.39231742277876,3.90689059560852,8.37937836707126
"31436_s_at",3.32192809488736,3.32192809488736,7.8008998999203,3.32192809488736,7.81378119121704,3.32192809488736,5.35755200461808,6.74146698640115,6.89481776330794,3.32192809488736,3.32192809488736,3.8073549220576,7.78135971352466,7.88264304936184,8.56985560833095,6.10852445677817,3.32192809488736,8.17990909001493,6.85798099512757,7.876516946565,3.58496250072116,3.32192809488736,3.58496250072116,3.32192809488736,3.32192809488736,5.35755200461808,8.73809225962049,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.2667865406949,8.00562454919388,5.39231742277876,3.32192809488736,9.32867492732795,3.32192809488736,3.32192809488736,8.73809225962049,6.71424551766612,7.13955135239879,5.58496250072116,8.93369065495223,9.45327063401062,7.54689445988764,8.7714894695006,7.32192809488736,3.32192809488736,9.68123841177781,3.32192809488736,3.32192809488736,3.32192809488736,6.91886323727459,3.32192809488736,3.32192809488736,4.95419631038687,4.90689059560852,8.2807707701306,7.3037807481771,3.32192809488736,4.24792751344359,5.08746284125034,6.6724253419715,3.32192809488736,3.32192809488736,6.94251450533924,7.57742882803575,8.64385618977473,6,8.55074678538324,3.32192809488736,6.37503943134692
"31441_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.25974326369078,6.49185309632967,3.32192809488736,3.32192809488736,8.55842071326866,9.51569983828404,8.35314682549808,3.32192809488736,9.67595703294175,9.55266909751427,3.32192809488736,9.41362792902417,3.32192809488736,8.50382573799575,6.14974711950468,9.06069593168755,3.32192809488736,3.32192809488736,8.36194377373524,6.16992500144231,10.2900188469326,11.380461065089,7.72109918870718,3.32192809488736,3.32192809488736,10.2888660741658,7.4093909361377,11.9840623696864,7.32192809488736,3.32192809488736,9.2336196767597,3.32192809488736,7.97154355395077,3.32192809488736,9.66177809777199,9.09275714091985,6.89481776330794,3.32192809488736,10.3847837500934,10.0512089409148,3.32192809488736,3.32192809488736,3.32192809488736,8.39660478118186,9.56605403817109,11.2790301364496,3.32192809488736
"31446_s_at",7.7714894695006,8.17492568250068,3.32192809488736,3.32192809488736,3.32192809488736,9,7.08746284125034,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.32192809488736,6.33985000288462,6.37503943134692,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.33985000288462,7.78790255939143,7.91886323727459,7.53915881110803,8.04439411935845,3.32192809488736,6.22881869049588,3.32192809488736,7.19967234483636,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.44294349584873,4.75488750216347,7.37503943134692,7.4178525148859,3.32192809488736,3.32192809488736,3.32192809488736,6.68650052718322,7.83920378809694,8.53138146051631,3.32192809488736,3.32192809488736,8.18487534290828,3.32192809488736,7.52356195605701,8.12928301694497,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.4757334309664,7.60733031374961,3.32192809488736,3.32192809488736,5.35755200461808,7.16992500144231,5.28540221886225,3.32192809488736,7.34872815423108,3.32192809488736,6.83289001416474,7.66533591718518,6.3037807481771,6.10852445677817,5.58496250072116,8.29462074889163,5.49185309632967,7.4757334309664,3.32192809488736,7.53915881110803,3.32192809488736
"31448_s_at",9.21334728173344,8.27146302790437,6.84549005094437,5.12928301694497,9.27146302790437,7.19967234483636,8.59618975614441,7.53138146051631,3.32192809488736,6.04439411935845,8.58871463558226,3.32192809488736,7.53915881110803,3.32192809488736,5.90689059560852,3.32192809488736,3.32192809488736,5.12928301694497,3.32192809488736,6.22881869049588,7.59991284218713,3.32192809488736,9.17741953798924,3.32192809488736,3.32192809488736,3.32192809488736,7.48381577726426,4.39231742277876,3.32192809488736,3.32192809488736,4.8073549220576,3.32192809488736,4.70043971814109,3.32192809488736,5.32192809488736,3.32192809488736,5.95419631038687,3.32192809488736,8.05528243550119,3.32192809488736,10.9136374280491,3.32192809488736,6.74146698640115,5.78135971352466,4,8.67948009950545,3.32192809488736,5.04439411935845,3.32192809488736,3.32192809488736,4.70043971814109,3.32192809488736,3.32192809488736,3.32192809488736,6.55458885167764,3.32192809488736,3.32192809488736,7.09803208296053,3.32192809488736,7.40087943628218,3.32192809488736,3.32192809488736,7.63662462054365,8.78790255939143,7.18982455888002,3.32192809488736,3.32192809488736,3.32192809488736,5.61470984411521,3.32192809488736,8.68650052718322,3.32192809488736
