"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR","PR"
"34644_at",9.45059268142739,8.58120058192496,7.12928301694497,9.19967234483636,7.79441586635011,9.62205181945638,3.70043971814109,9.16992500144231,3.32192809488736,3.32192809488736,8.91288933622996,8.65463602852797,8.43045255166553,3.32192809488736,7.06608919045777,3.8073549220576,3.32192809488736,8.12412131182919,3.32192809488736,9.32192809488736,8.10852445677817,3.32192809488736,8.88569637333939,8.89784545600551,8.60362634498619,9.12153351734003,9.03342300153745,9.52160043972373,3.32192809488736,8.75488750216347,8.7515440590891,9.10328780841202,9.07948478382682,9.12928301694497,8.93663793900257,9.04439411935845,7.51569983828404,9.27612440527424,8.04984854945056,8.61102479730735,8.7176764230664,3.32192809488736,8.84235034341381,8.96866679319521,8.21916852046216,8.17990909001493,8.68999797141945,8.05528243550119,8.47167521439204,8.48784003382305,8.89178370321831,8.34429590791582,9.65999589242998,8.57364718749332,9.48784003382305,9.60362634498619,9.48784003382305,8.69348695749933,3.58496250072116,7.18982455888002,9.3151495622563,7.01122725542325,8.54689445988764,7.56224242422107,9.04439411935845,9.51372759595244,9.10590850857116,3.32192809488736,9.62753388447279,9.95564990752837,9.41362792902417,8.86108690599539,9.25738784269265,9.41574176829009,8.72109918870719,8.38801728534514,9.00281501560705,8.7176764230664,8.7714894695006,9.2240016741981,4.95419631038687,8.6724253419715,9.40726776424473,8.57742882803575,8.79441586635011,8.79441586635011,9.51372759595244,8.92481250360578,8.27612440527424,9.07948478382682,8.92184093707449,3.32192809488736,9.27146302790437,8.64024493622235,9.21431912080077,8.72451385311995,8.31288295528435,8.07146236255662,8,7.77478705960117,8.31741261376487,8.58120058192496
"34645_at",9.7429830418116,9.54109661534952,5.83289001416474,8.50382573799575,6.18982455888002,9.65642486327778,3.32192809488736,9.60362634498619,3.32192809488736,3.32192809488736,9.36413465500805,8.64385618977473,9.8008998999203,3.32192809488736,8.61102479730735,3.32192809488736,3.32192809488736,6.83289001416474,3.32192809488736,9.93663793900257,9.90538700501813,5.97727992349992,9.78953364497036,9.65105169117893,9.5980525001616,9.68123841177781,9.97584796800678,9.33762190199251,3.32192809488736,9.71938882094208,9.4797802640291,9.58308276750293,9.63117705570398,9.63299519714296,9.77313920671969,9.90689059560852,8.32192809488736,10.0714623625566,8.86418614465428,9.60362634498619,9.61470984411521,3.32192809488736,9.92629599478111,9.86727873970966,9.78135971352466,9.67948009950545,9.78626962764847,9.55650605467193,9.87344411251538,9.93810932621924,10.0223678130285,10.0265234425198,9.74483383749955,9.03066713624694,9.88417051910844,10.1699250014423,9.75488750216347,9.8073549220576,6.10852445677817,9.39874369193819,10.1382718001722,9.4858293087019,10.3342732853072,7.97154355395077,9.72451385311995,10.1472049249422,10.2360141919001,5.28540221886225,9.75822321472672,9.53138146051631,10.4604558963096,9.89178370321831,10.1848753429083,9.73131903102506,9.82336724004623,10.1510165388922,10.211888294546,9.72109918870719,10.2336196767597,9.9915218460757,3.32192809488736,9.70735913208088,10.3520434257954,9.51963625284321,9.95274124718649,10.2070143201775,9.80574387215162,9.91737207947684,10.3586512008929,9.91438513215544,10.4553272203046,3.32192809488736,10.3575520046181,10.2240016741981,9.79116288855502,9.80896417491926,10.2807707701306,9.43254190038826,10.2597432636908,10.2070143201775,9.68825030913318,9.89935692292311
"34646_at",7.59021276140836,8.12412131182919,7.76818432477693,7.85174904141606,7.98868468677217,8.10328780841202,6.59991284218713,8.09275714091985,4.58496250072116,5.61470984411521,8.10328780841202,7.52356195605701,8.01122725542325,3.32192809488736,6.44294349584873,6.44294349584873,4.32192809488736,7.43462822763672,5.4262647547021,8.78790255939143,7.45121111183233,3.8073549220576,7.55458885167764,7.65105169117893,8.33539035469392,8.09275714091985,8.16490692667569,7.70043971814109,3.32192809488736,7.86418614465428,7.74146698640115,7.96578428466209,8.10328780841202,7.94251450533924,7.6724253419715,8.0389189892923,7.70043971814109,8.18487534290828,7.55458885167764,7.40087943628218,7.53138146051631,3.32192809488736,7.96000193206808,7.6724253419715,7.64385618977472,7.85174904141606,7.90086680798075,7.59245703726808,7.93663793900257,8.19475685442225,8.62205181945638,8.64024493622235,9.30149619498255,8.07681559705083,8.467605550083,9.56795607541547,7.72109918870718,8.86108690599539,7.5077946401987,7.97727992349992,8.62935662007961,8.43045255166553,8.82336724004623,7.65105169117893,8.24792751344359,8.51569983828404,7.93663793900257,5.04439411935845,7.53915881110803,7.5077946401987,8.67948009950545,7.66533591718518,9.44086916761087,8.02790599656988,7.88264304936184,8.17990909001493,8.16992500144231,8.5352753766208,8.43462822763673,8.28540221886225,6.75488750216347,8.34429590791582,8.51963625284321,7.83289001416474,8.4093909361377,8.18487534290828,7.96578428466209,8.37503943134693,8.64385618977473,7.95419631038687,9.2667865406949,4.08746284125034,8.86108690599539,8.74819284958946,7.88264304936184,7.85174904141606,8.60362634498619,7.55458885167764,8.13442632022093,8.18982455888002,7.90689059560852,8.28540221886225
"34647_at",6.36632221424582,7.37503943134692,3.58496250072116,5.49185309632967,4.64385618977472,5.20945336562895,5.20945336562895,5.52356195605701,3.32192809488736,4.52356195605701,7.01122725542325,6.24792751344359,6.93073733756289,3.8073549220576,4.90689059560852,3.58496250072116,3.58496250072116,4.32192809488736,3.70043971814109,5.28540221886225,7.33091687811462,3.32192809488736,6.49185309632967,6.75488750216347,7.53915881110803,7.35755200461808,7.22881869049588,5.7279204545632,3.32192809488736,7.6724253419715,7.39231742277876,7.54689445988764,7.34872815423108,7.28540221886225,7.19967234483636,7.09803208296053,6.7279204545632,6.93073733756289,6,6.78135971352466,6.12928301694497,4.52356195605701,6.56985560833095,7.3037807481771,7.37503943134692,6.64385618977472,7.32192809488736,7.04439411935845,7.18982455888002,7.06608919045777,7.32192809488736,7.91288933622996,5.61470984411521,7.19967234483636,7.02236781302845,6.22881869049588,7.33985000288462,6.84549005094437,3.32192809488736,4.58496250072116,7.31288295528436,4.90689059560852,7.03342300153745,3.32192809488736,5.6724253419715,4.90689059560852,7.04439411935845,3.32192809488736,7.35755200461808,7.06608919045777,5.55458885167764,6.98868468677217,4.95419631038687,6.85798099512757,6.93073733756289,6.56985560833095,7.33985000288462,6.88264304936184,7.49984588708321,6.76818432477693,3.32192809488736,7.72109918870718,7.45121111183233,6.98868468677217,7.3037807481771,7.15987133677839,6.93073733756289,7.17990909001493,6.7279204545632,6.79441586635011,5.88264304936184,3.32192809488736,6.49185309632967,6.65821148275179,6.97727992349992,7.57742882803575,7.05528243550119,6.91886323727459,6.58496250072116,6.65821148275179,6.84549005094437,7.63662462054365
"35016_at",7.60659028037053,7.24792751344359,3.32192809488736,4.8073549220576,3.32192809488736,5.4262647547021,5.16992500144231,6.4262647547021,6.52356195605701,4.70043971814109,6.94251450533924,7.16992500144231,7.08746284125034,6.6724253419715,6.62935662007961,5.39231742277876,3.32192809488736,7.63662462054365,6.4757334309664,5.24792751344359,7.21916852046216,3.32192809488736,5.95419631038687,7.21916852046216,7.45121111183233,7.67948009950545,7.31288295528436,6.12928301694497,3.32192809488736,7.24792751344359,6.75488750216347,8.38370429247405,6.56985560833095,7.16992500144231,6.08746284125034,7.4757334309664,6.88264304936184,7.23840473932508,6.97727992349992,6.78135971352466,8.4757334309664,3.32192809488736,7.23840473932508,7.21916852046216,6.89481776330794,6.74146698640115,6.35755200461808,7.04439411935845,6.97727992349992,7.06608919045777,5.78135971352466,5.7279204545632,3.70043971814109,6.12928301694497,7.19967234483636,3.32192809488736,5.85798099512757,5.24792751344359,5.28540221886225,5.70043971814109,8.1548181090521,4.8073549220576,6.10852445677817,6.18982455888002,6.20945336562895,6,6.83289001416474,5.20945336562895,7.25738784269265,7.83920378809694,5.4594316186373,6.49185309632967,3.8073549220576,7.06608919045777,7.06608919045777,6.78135971352466,6.62935662007961,7.71424551766612,7.37503943134692,6.74146698640115,5.78135971352466,7.02236781302845,7.78135971352466,6.4093909361377,6.75488750216347,6.64385618977472,6.55458885167764,7.10852445677817,6.91886323727459,6.52356195605701,6.2667865406949,3.32192809488736,6.49185309632967,5.7279204545632,8.67595703294175,5.88264304936184,6.22881869049588,7.10852445677817,7.02236781302845,6.44294349584873,5.88264304936184,6.79441586635011
"35055_at",8.28632672709055,8.24792751344359,5.90689059560852,8.17990909001493,7.76818432477693,8.21431912080077,8.02236781302845,8.52356195605701,3.32192809488736,3.32192809488736,9.01122725542325,8.61470984411521,8.25266543245025,5.7279204545632,7.61470984411521,7.49984588708321,5.24792751344359,8.22881869049588,4.24792751344359,8.43045255166553,8.2807707701306,3.32192809488736,8.16490692667569,7.98299357469431,8.2807707701306,8.2240016741981,8.43879185257826,8.01680828768655,3.32192809488736,7.97727992349992,8.0389189892923,7.37503943134692,7.81378119121704,8.30833903013941,7.88874324889826,8.08746284125034,8.90086680798075,8.4757334309664,7.20945336562895,8.00562454919388,8.17492568250068,4.52356195605701,8.21431912080077,7.70043971814109,7.59245703726808,7.85798099512757,7.82017896241519,8.10328780841202,7.99435343685886,8.13442632022093,8.24317398347295,8.74819284958946,9.02236781302845,8.5077946401987,8.58496250072116,8.88874324889826,7.93073733756289,8.74146698640115,8.73131903102506,8.78790255939143,8.77807712953536,8.59618975614441,8.8008998999203,7.24792751344359,8.64024493622235,8.69696752623429,8.49585502688717,6.4757334309664,7.91886323727459,7.65821148275179,9.12153351734003,8.06069593168755,8.63299519714296,8.0389189892923,8.29920801838728,8.2336196767597,8.56985560833095,7.33091687811462,8.5352753766208,8.37068740680722,8.01122725542325,7.97154355395077,7.94836723158468,8.21431912080077,8.17990909001493,8.14974711950468,7.58496250072116,7.85174904141606,8.31741261376487,8.29462074889163,8.7279204545632,5.20945336562895,8.22881869049588,8.43462822763673,8.05528243550119,7.59245703726808,8.21431912080077,7.51569983828404,8.57742882803575,8.56985560833095,8.19967234483636,8.12412131182919
"35083_at",9.05256805080415,9.27379559921426,7.52356195605701,8.4757334309664,8.52356195605701,9.59058704991503,7.07681559705083,9.27379559921426,6.55458885167764,5.88264304936184,9.29920801838728,8.6582114827518,9.79603960882977,6.14974711950468,8.66533591718518,4.90689059560852,5.61470984411521,8.4262647547021,6.83289001416474,10.2324209271761,9.71424551766612,5.52356195605701,9.29920801838728,9.80251636512122,9.38154295118458,9.42206476617281,9.52160043972373,9.52160043972373,5.08746284125034,9.63299519714296,9.84549005094438,9.66888498426625,9.29001884693262,9.60547951806167,9.44708322620965,9.85642552862553,9.28540221886225,9.42206476617281,9.72280753116955,9.89481776330794,9.95710204156229,4.85798099512757,9.73978060977326,9.8703647195834,9.4178525148859,9.4093909361377,9.08214904135387,9.53138146051631,9.467605550083,9.43254190038826,9.74986942739684,9.4594316186373,8.86108690599539,8.59618975614441,9.60177078840771,9.10852445677817,8.73131903102506,9.71424551766612,8.31741261376487,8.49185309632967,9.70563238736142,8.59245703726808,9.40726776424473,8.49984588708321,9.02236781302845,9.21674585819531,9.4797802640291,7.12928301694497,9.44501484586842,9.41996017784789,9.98868468677217,9.07146236255662,8.82336724004623,9.97010589061218,9.81538329581354,9.26209484537018,9.42836017270429,10.0306671362469,9.60733031374961,9.35535109642481,7.20945336562895,9.24079133216196,10.0687782779854,9.47775826644389,9.41996017784789,9.85018683764577,9.56414948998573,9.8008998999203,9.68299458368168,9.13955135239879,10.2191685204622,5.35755200461808,9.94104760634058,9.98868468677217,10.5736471874933,9.30833903013941,9.56795607541547,9.56985560833095,9.74986942739684,9.7279204545632,9.06608919045777,9.4093909361377
"35112_at",7.96289600533726,5.32192809488736,9.45738087907253,8.90086680798075,8.86108690599539,8.58120058192496,8.87958324961278,8.18487534290828,9.37503943134693,9.57931593758001,7.35755200461808,8.43462822763673,6.20945336562895,9.64745842645492,8.83920378809694,9.51569983828404,9.56985560833095,8.70735913208088,9.37503943134693,6.35755200461808,6.76818432477693,9.69348695749933,7.68650052718322,7.95419631038687,6.02236781302845,6.24792751344359,7.07681559705083,7.91288933622996,9.27844945822048,6.4093909361377,6.4757334309664,5.93073733756289,6.10852445677817,6.18982455888002,6.12928301694497,6.90689059560852,7.48381577726426,6.58496250072116,8.31288295528435,5.52356195605701,6.4757334309664,10.1421070573025,5.4262647547021,5.52356195605701,5.12928301694497,3.32192809488736,5.78135971352466,5.24792751344359,5,5.4594316186373,7.01122725542325,6.3037807481771,8.43045255166553,8.13955135239879,5.90689059560852,7.86418614465428,7.93663793900257,5.93073733756289,7.70043971814109,8.12928301694497,6.22881869049588,8.73809225962049,6.75488750216347,9.211888294546,8.34872815423108,8.53915881110803,8.12412131182919,8.65105169117893,7.73470962022584,8.16992500144231,7.62935662007961,6.83289001416474,7.91886323727459,6.7279204545632,6.14974711950468,7.18982455888002,6.2667865406949,5.90689059560852,6.4757334309664,7.83920378809694,8.43879185257826,4.58496250072116,6.64385618977472,6.84549005094437,4.08746284125034,6.59991284218713,6.78135971352466,5.35755200461808,4.75488750216347,6.2667865406949,4,9.64385618977473,6.33985000288462,4,4.39231742277876,5.55458885167764,5.75488750216347,5.7279204545632,5.78135971352466,3.32192809488736,5.12928301694497,5.8073549220576
"35119_at",9.89860138740394,9.73301532168596,9.52160043972373,10.3912435894274,11.115693952197,10.5631962722167,8.68650052718322,10.2772874001304,3.32192809488736,7.24792751344359,10.3094763538411,9.89330153086056,9.81698362325538,6.65821148275179,9.78790255939143,9.38370429247405,4.39231742277876,9.5018371849023,8.71424551766612,10.4019461239765,9.9614496943982,6.14974711950468,9.70563238736142,10.0525680508042,9.8703647195834,10.1497471195047,10.2888660741658,10.4573808790725,3.32192809488736,9.94836723158468,9.68999797141945,10.0808175276083,10.0633950812885,10.1279943209764,10.0566377151132,10.0402897210257,9.52943055414615,10.4512111118323,9.51963625284321,10.1228279948077,9.80574387215162,3.32192809488736,10.3880172853451,10.1799090900149,9.76818432477693,9.81057163474115,9.98013957763916,9.51963625284321,9.87805091272854,10.0334230015375,10.4019461239765,10.2888660741658,11.0014081943928,10.1811522568656,10.3465137331656,11.0327345285867,9.96434086779242,10.0028150156071,11.3297963382207,11.0402897210257,10.4146852358072,11.4283601727043,10.5933911227917,10.6266216523584,10.8423503434138,10.7838167593202,10.4553272203046,9.08214904135387,10,9.9957671508778,10.9736973663054,10.0687782779854,11.3509391815464,10.4978518369511,9.97154355395077,10.3442959079158,10.4040771362412,10.0861362250273,10.57931593758,10.6211361132746,9.66177809777199,9.85330955540367,10.7380922596205,10.1636496760158,10.2946207488916,10.5868397879618,10.4532706340106,10.1661630826461,10.642051692928,10.4573808790725,10.7976615258538,8.74146698640115,10.5526690975143,10.4262647547021,10.2070143201775,10.1241213118292,10.3619437737352,9.56985560833095,10.4189067312579,10.3837042924741,9.90989308377004,10.0042204663182
"35125_at",9.20774646687728,9.12928301694497,6.6724253419715,9.04984854945056,8.16992500144231,9.4655664048094,7.08746284125034,9.68650052718322,3.90689059560852,4,9.58496250072116,9.17741953798924,9.10328780841202,3.32192809488736,7.97727992349992,6.22881869049588,3.58496250072116,8.43462822763673,4.75488750216347,9.64205169292798,9.03066713624694,4.52356195605701,9.07948478382682,9.40087943628218,9.15734693536284,9.27146302790437,9.5980525001616,9.37721053038855,4.08746284125034,9.25974326369078,9.00562454919388,9.20945336562895,9.37286506011259,9.25029841790633,9.1873520732005,9.20212382383046,8.90689059560852,9.68999797141945,8.84235034341381,9.05528243550119,8.96866679319521,6.2667865406949,9.39231742277876,9.04984854945056,9.09011241966429,9.02236781302845,9.33315535031062,8.86108690599539,9.16992500144231,9.30606168942834,9.63117705570398,9.61654884377899,9.92332748541919,9.3037807481771,9.44294349584873,10.1686721181322,9.07948478382682,9.50581155391959,7.33985000288462,8.65105169117893,9.56605403817109,8.99435343685886,9.78626962764847,7.85174904141606,10.0701209444768,9.86573327085176,9.47167521439204,7.14974711950468,9.01959072835788,9.23601419190008,10.0980320829605,9.21916852046216,10.1357092861044,9.28771237954945,9.1006623390052,9.35535109642481,9.74819284958946,9.39446269461032,9.59991284218713,9.70043971814109,6.14974711950468,9.22158712126481,9.57931593758001,8.97441458980553,9.4757334309664,9.49385544924082,9.5980525001616,9.40514146313634,9.4178525148859,9.36413465500805,9.98156728190301,4.08746284125034,9.66888498426625,9.79116288855502,9.18982455888002,9.24792751344359,9.56985560833095,8.93073733756289,9.10852445677817,8.55842071326866,9.24317398347295,8.98584193700334
"36333_at",9.16012353414655,9.06608919045777,9.14974711950468,9.83289001416474,10.0620461377205,10.1189410727235,7.72109918870718,9.86727873970966,4.16992500144231,6.62935662007961,9.70043971814109,9.4093909361377,9.12928301694497,6.04439411935845,8.71080643369935,7.48381577726426,4.16992500144231,8.57742882803575,7.58496250072116,9.46147944728616,8.82654848729091,4.85798099512757,9.15228484230658,9.39016895620018,8.76487159073609,9.19967234483636,9.38801728534514,9.69348695749933,3.32192809488736,9.01680828768655,9.11113567023471,9.1006623390052,9.13442632022093,9.24317398347295,9.20945336562895,8.88569637333939,8.89178370321831,9.56795607541547,9.24792751344359,8.876516946565,8.69348695749933,3.32192809488736,9.42206476617281,9.24317398347295,8.65105169117893,8.83289001416474,9.09011241966429,8.57742882803575,9.10852445677817,9.01122725542325,9.94836723158468,9.46964181723952,10.0606959316876,9.24555270625568,9.3037807481771,10.393390457444,9.4655664048094,9.26912667914942,9.58120058192496,9.67065624911844,9.4898479604393,9.65463602852797,9.60547951806167,8.85798099512757,9.88569637333939,9.86727873970966,9.28771237954945,9.15228484230658,8.99435343685886,9.07948478382682,10.0674343607565,9.11113567023471,10.5507467853832,9.30833903013941,8.7176764230664,9.35314682549808,9.42206476617281,9.39016895620018,9.38801728534514,9.66711154207503,7.82654848729092,8.97441458980553,9.52552080909507,9.37286506011259,9.20212382383046,9.319672120947,9.15987133677839,9.24079133216196,9.61102479730735,9.52552080909507,9.67948009950545,3.32192809488736,9.35755200461808,9.25738784269265,9.15734693536284,9.06069593168755,9.33762190199251,8.4594316186373,9.19229281447077,9.1006623390052,8.8703647195834,9.11894107272351
"36358_at",7.65892551149237,8.8703647195834,3.32192809488736,7.69348695749933,3.32192809488736,8.56605403817109,3.32192809488736,8.40087943628218,3.32192809488736,3.32192809488736,5.78135971352466,4.8073549220576,8.8008998999203,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.56414948998573,8.55842071326866,3.32192809488736,8.71080643369935,8.467605550083,8.09275714091985,7.91886323727459,8.01122725542325,8.03342300153745,3.32192809488736,8.70735913208088,8.92481250360578,9.01959072835788,9.02790599656988,9.20212382383046,8.93073733756289,8.77478705960117,3.32192809488736,8.6582114827518,6.70043971814109,8.34872815423108,8.20945336562895,3.32192809488736,8.70735913208088,9.01959072835788,8.89784545600551,8.88874324889826,9.13955135239879,8.29920801838728,8.9915218460757,9.02513956227851,9.2667865406949,9.45738087907253,9.00842862207058,7.59245703726808,8.72451385311995,9.92629599478111,8.71424551766612,9.403012023575,5.93073733756289,3.32192809488736,8.98868468677217,3.70043971814109,9.43671154213721,4.52356195605701,7.79441586635011,8.8008998999203,8.44294349584873,3.32192809488736,8.75822321472672,8.16992500144231,9.3037807481771,8.43879185257826,9.22641219278879,8.29920801838728,8.55842071326866,8.74819284958946,9.15987133677839,9.01122725542325,8.88874324889826,8.82654848729091,3.32192809488736,9.05256805080415,9.21431912080077,8.64385618977473,9.48381577726426,9.33985000288462,8.69696752623429,9.29920801838728,9.15228484230658,9.01959072835788,9.27612440527424,5.08746284125034,9.55650605467193,9.62935662007961,8.93073733756289,9.17741953798924,9.36632221424582,7.98868468677217,8.43462822763673,8.39231742277876,8.4757334309664,8.95710204156229
"36359_at",6.85174904141606,5.6724253419715,8.4178525148859,7.49185309632967,7.97727992349992,6.95419631038687,8.36632221424582,7.27612440527424,8.55458885167764,8.467605550083,6.83289001416474,4,6.32192809488736,8.63299519714296,7.4594316186373,8.23840473932508,8.32192809488736,7.40087943628218,7.95419631038687,5.88264304936184,6.35755200461808,8.56224242422107,7.01122725542325,5.49185309632967,3.4594316186373,4.64385618977472,6.56985560833095,6.90689059560852,8.59245703726808,4.4594316186373,3.32192809488736,6.7279204545632,6.04439411935845,6.16992500144231,6.16992500144231,6.18982455888002,3.58496250072116,6.71424551766612,7.32192809488736,4.4594316186373,6.35755200461808,8.4093909361377,6.12928301694497,6,3.32192809488736,5.52356195605701,5.85798099512757,5.8073549220576,5.20945336562895,3.32192809488736,7.29462074889163,6.2667865406949,7.3037807481771,7.14974711950468,6.4093909361377,6.6724253419715,7.06608919045777,5.6724253419715,6.78135971352466,7.28540221886225,6.52356195605701,7.51569983828404,6.6724253419715,7.35755200461808,7,7.20945336562895,6.8703647195834,8.29920801838728,6.70043971814109,4.08746284125034,7.63662462054365,6.52356195605701,7.07681559705083,6.62935662007961,6.02236781302845,7.12928301694497,6.90689059560852,6.16992500144231,6.76818432477693,6.88264304936184,7.60733031374961,5.64385618977472,6.4093909361377,4.52356195605701,6.4594316186373,7,6.6724253419715,6.32192809488736,6.56985560833095,6.28540221886225,4.4594316186373,8.0389189892923,5.93073733756289,6,6.22881869049588,5.83289001416474,5.93073733756289,4.4594316186373,4,6.28540221886225,5.6724253419715,6.68650052718322
"32276_at",9.82575383288311,9.53332973230583,9.85953478638265,9.87805091272854,10.1006623390052,10.3331553503106,9.06069593168755,10.1699250014423,3.32192809488736,5.04439411935845,10.3465137331656,10.0347989625773,9.7431513941125,4.24792751344359,9.39016895620018,8.66888498426625,5.28540221886225,9.71080643369935,7.57742882803575,10.3553510964248,9.59432460392485,4.16992500144231,9.75988818322183,9.89330153086056,9.75321674917896,9.73131903102506,10.1922928144708,10.0056245491939,3.32192809488736,9.54689445988764,9.56795607541547,9.60362634498619,9.75655632252409,9.68474862042163,9.70563238736142,9.89330153086056,9.76652890859886,10.2395985292491,9.20212382383046,9.74986942739684,9.23601419190008,6.39231742277876,10.0126245388651,9.68123841177781,9.24555270625568,9.40087943628218,9.50581155391959,9.40726776424473,9.65284497300198,9.63117705570398,9.68299458368168,9.82972273508606,10.7507069862249,9.93810932621924,9.89026427702111,10.7838167593202,9.62753388447279,9.73640193131829,9.45121111183233,9.7176764230664,10.1799090900149,10.2467405984931,10.2455527062557,9.47775826644389,10.4635243732712,10.2819300269554,10.1472049249422,7.70735913208088,9.59432460392485,9.8073549220576,10.4167975276061,9.467605550083,10.8818787076004,10.2749604721406,9.73978060977326,10.0042204663182,10.0140204703149,10.0237543532994,9.92481250360578,10.1382718001722,8.72451385311995,9.56795607541547,10.2021238238305,9.57553924683453,9.9957671508778,9.9915218460757,10.1811522568656,9.95564990752837,10.1799090900149,10.0606959316876,10.393390457444,3.4594316186373,9.98299357469431,10.0660891904578,9.88417051910844,9.44086916761087,9.93369065495223,9.40087943628218,10.1611318829843,10.1189410727235,9.45738087907253,9.61286849729104
"32313_at",7.12515513132229,8.81057163474115,3.32192809488736,7.63662462054365,6.55458885167764,8.2240016741981,3.32192809488736,8.07681559705083,3.32192809488736,3.32192809488736,8.33539035469392,8.33091687811462,9.59618975614441,3.32192809488736,7.32192809488736,3.32192809488736,3.32192809488736,6.20945336562895,3.32192809488736,9.16490692667569,5.90689059560852,3.32192809488736,8.2240016741981,9.45738087907253,9.36632221424582,9.30149619498255,7.76818432477693,7.45121111183233,3.32192809488736,9.02236781302845,9.46964181723952,6.71424551766612,6.18982455888002,9.83605035505807,9.05256805080415,8.89481776330794,8.88264304936184,8.31288295528435,8.45532722030456,9.64925617751731,9.35535109642481,3.32192809488736,8.67948009950545,8.72451385311995,9.13442632022093,9.36194377373524,8.07146236255662,8.71424551766612,9.44914864537544,9.82336724004623,6.61470984411521,5.49185309632967,3.32192809488736,7.65105169117893,8.27146302790437,4.90689059560852,8.00562454919388,8.10328780841202,5.64385618977472,5.52356195605701,7.98868468677217,4.75488750216347,8.12412131182919,3.32192809488736,6.16992500144231,3.32192809488736,5.28540221886225,3.32192809488736,7.09803208296053,5.24792751344359,5.61470984411521,9.15734693536284,5.39231742277876,7.31288295528436,7.67948009950545,8.13442632022093,6.84549005094437,7.18982455888002,8.75488750216347,8.57364718749332,3.32192809488736,7.98868468677217,4.24792751344359,9.88569637333939,6.55458885167764,7.73470962022584,6.3037807481771,7.96578428466209,8.17492568250068,8.4178525148859,7.38370429247405,3.32192809488736,8.78463484555752,7.91288933622996,8.62205181945638,7.94836723158468,8.26209484537018,6.89481776330794,9.19475685442225,5.58496250072116,8.40087943628218,6.65821148275179
"32314_g_at",6.83289001416474,8.01122725542325,4.90689059560852,7.13955135239879,6.97727992349992,8.19967234483636,5.61470984411521,8.22881869049588,3.32192809488736,3.32192809488736,7.38370429247405,7.53915881110803,8.75822321472672,3.32192809488736,7.56224242422107,3.32192809488736,3.32192809488736,6.79441586635011,5.52356195605701,8.39660478118186,5.78135971352466,3.32192809488736,7.85174904141606,9.0389189892923,8.46352437327118,8.61470984411521,7.54689445988764,7.65821148275179,3.32192809488736,8.56224242422107,8.79441586635011,6.6724253419715,6.18982455888002,9.29232163280204,8.7279204545632,8.24792751344359,8.81057163474115,7.49984588708321,8.18982455888002,9.19229281447077,8.06069593168755,3.70043971814109,8.2336196767597,8.48381577726426,8.34872815423108,8.36194377373524,7.69348695749933,7.88264304936184,8.96289600533726,9.18487534290828,6.39231742277876,5.55458885167764,5.32192809488736,7.60733031374961,7.81378119121704,5.4594316186373,7.61470984411521,7.33985000288462,6.32192809488736,6.4594316186373,7.2667865406949,5.93073733756289,7.59245703726808,3.32192809488736,5.55458885167764,5.7279204545632,5.12928301694497,7.467605550083,6.8073549220576,5.8073549220576,6.18982455888002,8.467605550083,5.90689059560852,7,6.74146698640115,7.21916852046216,6.65821148275179,6.8703647195834,7.85174904141606,8.39660478118186,4.75488750216347,7.70735913208088,5.93073733756289,9.34429590791582,6.22881869049588,7.40087943628218,6.4594316186373,7.37503943134692,7.83289001416474,8.09803208296053,6.97727992349992,3.32192809488736,7.76818432477693,7.05528243550119,7.90086680798075,7.40087943628218,7.53915881110803,6.08746284125034,8.10328780841202,5.12928301694497,7.43462822763672,6.74146698640115
