"","MD","MD","MD","MD","MD","MD","MD","MD","MD","MD","Mglio","Mglio","Mglio","Mglio","Mglio","Mglio","Mglio","Mglio","Mglio","Mglio","Rhab","Rhab","Rhab","Rhab","Rhab","Rhab","Rhab","Rhab","Rhab","Rhab","Ncer","Ncer","Ncer","Ncer","PNET","PNET","PNET","PNET","PNET","PNET","PNET","PNET"
"AFFX-HUMRGE/M10098_5_at",7.2667865406949,13.9657842846621,11.1611318829843,12.3230547603416,8.06069593168755,13.0593444608244,8.94544383637791,3.32192809488736,7.70043971814109,5.08746284125034,7.95419631038687,10.237209960755,9.93810932621924,8.51569983828404,9.49385544924082,3.32192809488736,8.72451385311995,7.65821148275179,9.5372184005386,10.9121408562957,3.32192809488736,8.27146302790437,3.32192809488736,3.32192809488736,3.32192809488736,6.83289001416474,3.32192809488736,7.98299357469431,3.32192809488736,3.32192809488736,3.32192809488736,10.5989829710361,9.2644426002266,9.92481250360578,3.32192809488736,3.32192809488736,12.8967108157261,10.2877123795494,3.32192809488736,10.8902642770211,12.7332272178516,10.3912435894274
"AFFX-HUMRGE/M10098_M_at",7.76818432477693,13.6103328019111,10.6873756834375,11.7739633684336,8.91587937883577,12.9498267107591,7.59991284218713,3.32192809488736,8.58871463558226,3.32192809488736,3.32192809488736,9.90086680798075,8.92481250360578,5.7279204545632,8.66533591718518,3.32192809488736,7.53915881110803,8.14465824283188,3.32192809488736,10.7364019313183,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.76818432477693,3.32192809488736,6.32192809488736,3.32192809488736,3.32192809488736,5.24792751344359,3.32192809488736,3.32192809488736,3.32192809488736,11.9236988832951,8.91288933622996,3.32192809488736,11.1516508299734,12.4241662888181,8.19967234483636
"AFFX-HUMTFRR/M11507_M_at",7.68650052718322,3.32192809488736,7.28540221886225,3.4594316186373,3.32192809488736,6.68650052718322,7.13955135239879,7.13955135239879,5.85798099512757,5.8073549220576,4.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.71424551766612,5.85798099512757,3.32192809488736,3.32192809488736,3.32192809488736,11.4913520735634,9.0389189892923,3.8073549220576,11.292321632802,9.92035285541508,6.06608919045777,6.85798099512757,9.14210705730255,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.83289001416474,3.32192809488736,3.32192809488736
"AFFX-HUMGAPDH/M33197_5_st",8.31741261376487,6.52356195605701,6.52356195605701,7.15987133677839,3.32192809488736,8.20945336562895,3.32192809488736,6.85798099512757,8.55842071326866,3.32192809488736,8.2667865406949,10.0042204663182,3.32192809488736,9.90989308377004,6.91886323727459,5.16992500144231,8.49185309632967,9.0389189892923,8.62935662007961,5.6724253419715,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.85798099512757,3.32192809488736,3.32192809488736,3.32192809488736,7.16992500144231,3.32192809488736,4.08746284125034,3.32192809488736,8.62205181945638,9.27844945822048,3.32192809488736,6.65821148275179,3.4594316186373,7.65105169117893
"AFFX-HSAC07/X00351_5_st",3.32192809488736,8.67948009950545,3.32192809488736,8.7279204545632,3.32192809488736,9.10852445677817,5.70043971814109,3.32192809488736,8.2045711442492,3.32192809488736,5.49185309632967,10.4604558963096,7.21916852046216,9.38154295118458,6,3.32192809488736,7.89481776330794,9.81057163474115,9.17990909001493,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.47370574961942,6.61470984411521,3.32192809488736,9.13699111208023,8.37503943134693,7.88264304936184
"AB000114_at",3.32192809488736,7.33985000288462,3.32192809488736,6.2667865406949,8.38801728534514,9.01402047031493,3.32192809488736,7.52356195605701,5.12928301694497,5.20945336562895,4.85798099512757,3.32192809488736,4.58496250072116,7.36632221424582,3.32192809488736,10.3837042924741,5.55458885167764,5.58496250072116,3.32192809488736,6.22881869049588,3.32192809488736,4.95419631038687,7.78790255939143,3.32192809488736,3.32192809488736,6.71424551766612,4.39231742277876,3.32192809488736,4.32192809488736,6.22881869049588,3.32192809488736,8.70735913208088,3.32192809488736,3.32192809488736,6.55458885167764,6.62935662007961,8.93663793900257,4,3.32192809488736,8.58496250072116,8.03342300153745,5.61470984411521
"AB000462_at",6.83289001416474,3.32192809488736,3.32192809488736,3.32192809488736,8.56224242422107,3.32192809488736,3.32192809488736,3.32192809488736,6.44294349584873,6.58496250072116,3.32192809488736,6.24792751344359,3.32192809488736,4.08746284125034,7.34872815423108,9.88569637333939,6.49185309632967,6.12928301694497,3.32192809488736,3.32192809488736,6.76818432477693,5.8073549220576,7.27612440527424,7.53915881110803,3.32192809488736,5.95419631038687,7.44294349584873,7.34872815423108,4.16992500144231,8.29920801838728,3.32192809488736,9.78790255939143,5.83289001416474,8.57364718749332,3.32192809488736,6.71424551766612,5.58496250072116,9.98441845880114,5.88264304936184,3.32192809488736,3.32192809488736,3.32192809488736
"AB000895_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,10.5584207132687,3.32192809488736,3.32192809488736,8.36194377373524,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.54303182025524,3.32192809488736,9.97727992349992,3.32192809488736,3.32192809488736,8.88569637333939,7.51569983828404,3.32192809488736,6.97727992349992,3.32192809488736,3.32192809488736,3.32192809488736,8.93073733756289,6.84549005094437,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.3037807481771,7.71424551766612,3.32192809488736,3.32192809488736
"AB000896_at",3.32192809488736,3.32192809488736,7.13955135239879,3.32192809488736,10.0168082876866,7.66533591718518,3.32192809488736,7.34872815423108,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,10.4146852358072,3.70043971814109,3.32192809488736,9.69696752623429,8.40087943628218,3.32192809488736,6.53915881110803,3.32192809488736,6.59991284218713,6.4093909361377,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.96578428466209,8.24317398347295,6.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.25738784269265,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.53915881110803
"AB000897_at",3.32192809488736,3.32192809488736,6.59991284218713,6.8703647195834,11.2888660741658,3.32192809488736,7.97727992349992,7.52356195605701,3.32192809488736,5.28540221886225,3.32192809488736,3.32192809488736,6.5077946401987,3.32192809488736,3.32192809488736,10.3717766443379,3.32192809488736,3.32192809488736,9.64925617751731,3.32192809488736,4.08746284125034,3.32192809488736,4.08746284125034,3.32192809488736,3.32192809488736,3.32192809488736,4.58496250072116,8.49585502688717,4.24792751344359,8.7176764230664,7.05528243550119,9.63481105017172,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.32192809488736,7.17990909001493
"AB002314_at",4.70043971814109,7.01122725542325,7.10852445677817,3.32192809488736,12.72366094441,3.32192809488736,6.59991284218713,10.1059085085712,5.8073549220576,6.61470984411521,4.32192809488736,6.02236781302845,8.49585502688717,5.88264304936184,6.20945336562895,9.4262647547021,6.28540221886225,7.4594316186373,7.86418614465428,5.39231742277876,7.25738784269265,6.97727992349992,3.32192809488736,3.70043971814109,7.51569983828404,3.32192809488736,6.04439411935845,5.7279204545632,6.3037807481771,3.32192809488736,3.32192809488736,10.319672120947,7.13955135239879,10.2033480029798,6.32192809488736,5.83289001416474,8.87958324961278,4.75488750216347,7.82654848729092,8.79441586635011,3.32192809488736,4.32192809488736
"AB002365_at",6.71424551766612,3.32192809488736,9.58120058192496,7.19967234483636,3.32192809488736,5.24792751344359,6.24792751344359,3.32192809488736,3.32192809488736,3.32192809488736,10.8719052376592,11.5102696708982,11.9162526988122,11.7189609119842,11.0320457269308,10.7159619902551,10.8297227350861,10.3944626946103,12.9426977628868,11.7907557501183,8.81698362325538,4.8073549220576,11.1649069266757,4.95419631038687,6.62935662007961,7.94251450533924,3.32192809488736,7.91886323727459,8.4178525148859,3.32192809488736,11.2917462808339,12.1817734388088,12.8931118897113,12.6186149202508,3.32192809488736,8.44708322620965,7.84549005094437,10.1254134704833,3.32192809488736,5.20945336562895,10.7039035734447,10.4706588740606
"AB002409_at",5.55458885167764,3.32192809488736,3.4594316186373,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.8073549220576,4.24792751344359,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.35755200461808,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.6724253419715,7.51569983828404,5.4594316186373,9.92184093707449,7.02236781302845,8.66533591718518,6.10852445677817,3.32192809488736,3.32192809488736,3.4594316186373,3.32192809488736,7.64385618977472,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.28540221886225,8.21916852046216,3.32192809488736,7.3037807481771,3.32192809488736,3.32192809488736,3.32192809488736
"AC000066_at",3.32192809488736,3.32192809488736,4.4594316186373,3.32192809488736,7.57742882803575,3.32192809488736,4.8073549220576,6.06608919045777,3.32192809488736,3.32192809488736,4.16992500144231,3.32192809488736,3.32192809488736,6.55458885167764,3.32192809488736,5.85798099512757,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.85798099512757,3.32192809488736,3.32192809488736,6.33985000288462,6.10852445677817,5.64385618977472,5.55458885167764,3.32192809488736,3.32192809488736,5.90689059560852,3.32192809488736,8.25266543245025,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.52356195605701,3.32192809488736,3.32192809488736,8.4262647547021,3.32192809488736
"AC002073_cds1_at",6.14974711950468,3.32192809488736,5.52356195605701,5.39231742277876,3.32192809488736,3.32192809488736,3.32192809488736,9.07146236255662,5.39231742277876,3.70043971814109,8.44708322620965,8.90689059560852,6.65821148275179,6.88264304936184,3.32192809488736,8.27146302790437,5.24792751344359,5.08746284125034,9.52552080909507,7.40087943628218,8.07146236255662,8.08214904135387,6.10852445677817,9.01680828768655,8.25266543245025,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.02790599656988,3.32192809488736,8.52356195605701,7.62205181945638,7.19967234483636,7.467605550083,8.58496250072116,9.78463484555752,3.32192809488736,3.32192809488736,3.32192809488736,6.39231742277876
"AD000092_cds2_at",7.03342300153745,3.32192809488736,8.46352437327118,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.4178525148859,9.88264304936184,3.32192809488736,11.0450770519349,10.5186531556734,5.55458885167764,3.32192809488736,8.82972273508606,5.4594316186373,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"AD000684_cds1_at",7.28540221886225,3.32192809488736,3.32192809488736,3.32192809488736,7.39231742277876,3.32192809488736,3.32192809488736,7.59991284218713,3.32192809488736,3.32192809488736,5.39231742277876,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.90689059560852,8.84862294042934,7.73470962022584,10.5755392468345,5.90689059560852,3.32192809488736,4.58496250072116,7.14974711950468,8.48784003382305,3.32192809488736,4.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.39231742277876,3.32192809488736,3.32192809488736,6.93073733756289,3.32192809488736
"AF000234_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.35314682549808,3.32192809488736,6.89481776330794,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.25029841790633,3.32192809488736,3.32192809488736,3.32192809488736,4.90689059560852,3.32192809488736,3.32192809488736,8.79116288855502,3.32192809488736,3.32192809488736,8.86418614465428,3.32192809488736,3.32192809488736,3.32192809488736,7.27612440527424,4.24792751344359,3.32192809488736,3.32192809488736,3.32192809488736
"AF000545_at",8.48784003382305,5.97727992349992,7.32192809488736,6.74146698640115,7.876516946565,8.22881869049588,7.36632221424582,8.55074678538324,7.86418614465428,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.91886323727459,3.32192809488736,3.32192809488736,9.72109918870719,3.32192809488736,3.32192809488736,3.32192809488736,8.71424551766612,8.90989308377004,3.32192809488736,9.06339508128851,7.86418614465428,6.33985000288462,5.70043971814109,6.61470984411521,3.32192809488736,4.90689059560852,3.32192809488736,3.32192809488736,3.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,10.3837042924741,8.74819284958946,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"AF001620_at",3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,4.52356195605701,3.32192809488736,7.02236781302845,13.9657842846621,3.32192809488736,10.7090838125503,3.32192809488736,9.7515440590891,7.73470962022584,7.73470962022584,3.32192809488736,8.57742882803575,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.16992500144231,3.32192809488736,3.32192809488736,3.32192809488736,8.06608919045777,3.32192809488736
"AF005361_at",6.16992500144231,3.32192809488736,3.32192809488736,5.4594316186373,5.97727992349992,3.32192809488736,4.52356195605701,9.82972273508606,3.32192809488736,3.32192809488736,6.97727992349992,3.32192809488736,3.32192809488736,5.12928301694497,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.68650052718322,6.3037807481771,3.32192809488736,7.22881869049588,3.32192809488736,6.20945336562895,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.75488750216347,3.32192809488736,5.55458885167764,7.53915881110803,3.32192809488736
"AF006609_at",3.32192809488736,6.4757334309664,3.32192809488736,6.4757334309664,8.09275714091985,3.32192809488736,3.32192809488736,7.52356195605701,3.32192809488736,7.70735913208088,3.32192809488736,9.86727873970966,9.09803208296053,3.32192809488736,3.32192809488736,8.64385618977473,3.32192809488736,3.32192809488736,3.32192809488736,7.90086680798075,3.32192809488736,7.37503943134692,3.32192809488736,3.32192809488736,7.4178525148859,6.5077946401987,3.32192809488736,3.70043971814109,5.88264304936184,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.97297978606629,7.99435343685886,3.32192809488736,8.26209484537018,3.32192809488736,8.81378119121704,3.32192809488736,3.32192809488736,3.32192809488736
"AF008445_at",4.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,9.04165915163721,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,5.4262647547021,3.32192809488736,8.98868468677217,9.52943055414615,8.85486838326024,9.12412131182919,3.32192809488736,3.32192809488736,9.44294349584873,7.92481250360578,7.32192809488736,7.22881869049588,3.32192809488736,9.65642486327778,3.32192809488736,10.1873520732005,7.78790255939143,5.64385618977472,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.36632221424582,10.6865005271832,5.83289001416474,8.74819284958946,8.84549005094438,3.32192809488736,8.4262647547021,3.32192809488736
"AF009426_at",5.32192809488736,3.32192809488736,3.32192809488736,5.04439411935845,3.32192809488736,3.32192809488736,8.02236781302845,6.2667865406949,3.32192809488736,3.58496250072116,3.32192809488736,3.32192809488736,6.33985000288462,6.12928301694497,6.70043971814109,7.97154355395077,6.44294349584873,3.8073549220576,6.82017896241519,3.32192809488736,10.5612879451648,3.32192809488736,5.32192809488736,3.32192809488736,3.32192809488736,5.12928301694497,4.08746284125034,3.70043971814109,4.70043971814109,3.32192809488736,8.84862294042934,8.64745842645492,7.72109918870718,5.78135971352466,7.68650052718322,4.58496250072116,3.32192809488736,6.4757334309664,7.91886323727459,3.32192809488736,3.32192809488736,6.62935662007961
"AF009674_at",8.74146698640115,8.68999797141945,3.32192809488736,8.54689445988764,6.3037807481771,9.4241662888181,8.47167521439204,8.16490692667569,7.21916852046216,3.32192809488736,3.32192809488736,10.0927571409199,9.38586240064146,4.08746284125034,3.32192809488736,6.02236781302845,8.83289001416474,6.68650052718322,10.4726908392428,10.654636028528,6.44294349584873,11.3309168781146,9.99293833616581,11.1749256825007,9.33315535031062,4.39231742277876,9.63481105017172,8.77478705960117,9.3151495622563,9.43254190038826,6.16992500144231,3.32192809488736,3.32192809488736,3.32192809488736,9.82017896241519,8.14465824283188,3.32192809488736,3.32192809488736,3.32192809488736,5.83289001416474,3.32192809488736,9.25029841790633
"AF015950_at",3.32192809488736,3.32192809488736,3.32192809488736,5.88264304936184,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.8703647195834,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,7.36632221424582,3.32192809488736,8.10852445677817,8.09803208296053,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.2336196767597,3.32192809488736,3.32192809488736,6.4262647547021,3.32192809488736,3.32192809488736,8.27146302790437,3.32192809488736,3.32192809488736,7.29462074889163,3.32192809488736,6.6724253419715,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"AJ001047_at",3.58496250072116,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,11.61194694182,3.32192809488736,7.64385618977472,3.32192809488736,3.32192809488736,6,7.58496250072116,7.88264304936184,7.12928301694497,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736
"D00591_at",9.27844945822048,7.74146698640115,8.43462822763673,7.10852445677817,3.32192809488736,7.63662462054365,6.53915881110803,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,8.75822321472672,8.68299458368168,7.85174904141606,6.32192809488736,7.39231742277876,3.32192809488736,9.85642552862553,11.7648715907361,10.6635581042173,9.61838550225861,10.9736973663054,6.56985560833095,10.5077946401987,8.64745842645492,8.01680828768655,6.84549005094437,3.32192809488736,3.32192809488736,3.32192809488736,3.32192809488736,6.90689059560852,3.32192809488736,3.32192809488736,3.32192809488736,8.03342300153745,3.32192809488736,3.32192809488736,3.32192809488736
"D00654_at",8.53915881110803,3.32192809488736,3.32192809488736,6.22881869049588,9.73640193131829,3.32192809488736,7.4093909361377,7.52356195605701,5.52356195605701,8.17990909001493,3.32192809488736,3.32192809488736,6.5077946401987,3.32192809488736,8.63662462054365,7.4178525148859,7.73470962022584,11.0126245388651,7.79441586635011,3.32192809488736,12.1959872980285,7.24792751344359,6.58496250072116,6.85798099512757,3.32192809488736,10.3365065598103,7,8.39231742277876,9.19229281447077,5.90689059560852,6.98868468677217,8.49585502688717,3.32192809488736,3.32192809488736,9.61286849729104,3.32192809488736,8.93663793900257,3.32192809488736,4.24792751344359,3.32192809488736,3.32192809488736,3.32192809488736
