"","benign","benign","benign","benign","benign","benign","primary","primary","primary","primary","primary","primary","primary","metastatic","metastatic","metastatic","metastatic","metastatic","metastatic"
"1554667_s_at",9.63517394667492,9.716545126031,10.4276899700137,9.91282947212319,9.64789009105921,9.83961322858372,9.08743632087716,9.52316986608561,9.39083532309103,9.35127054357542,9.20080054256961,9.41136268574551,9.44724856860178,8.91543126731147,8.8837124479692,8.81608765860021,9.65901474024219,9.0549027289479,8.97713679189199
"1554987_at",2.93545974780529,5.92765946070309,3.54720302475693,5.95396359887078,5.90833256978243,4.43429461795993,6.97188838007859,6.88264304936184,7.14761197722422,7.26772305162742,6.52950864107431,6.68860001099912,6.79480573124665,7.27863530068382,6.75381844317354,6.02125762056052,7.27770584887942,7.37251685639621,7.00213991262754
"1555404_a_at",8.08878823871691,8.38439523838807,7.32472061215071,9.12070444179627,8.26584942144085,8.46139758992616,4.45022149589718,4.47832471148503,4.6246858105254,5.54720302475693,5.91193121230905,5.5837597536395,3.86987140617771,3.5957423394744,4.69988472869748,5.12887075946512,6.52606881166759,5.36246988875021,4.59454854955035
"1555447_at",5.94392132655349,4.44360665147561,7.03639343504986,6.4276061727819,5.40019634202658,5.68144926531496,7.4487357980294,7.08172309064488,7.83674470196608,7.47581447897299,6.16711703022744,7.19721669311005,7.04821438460804,7.25767069634337,6.95942242009367,7.77208359224655,8.49153246180432,6.77531397525381,7.22071689199892
"1555461_at",8.19155278109168,7.99892885222891,7.91749142883502,8.43804328634153,8.42223300068305,8.0639343057541,8.53356334821451,8.32048467801769,8.5867272195879,8.43412778418803,8.61172568088592,8.56894414465471,8.73572524507657,8.42618087464504,8.89448432886656,9.13886053514913,9.56317720143582,9.02314443974665,8.99336301213637
"1555617_x_at",7.12587836442987,6.96728390783566,7.02702131462225,6.98493107276922,6.13154832972926,6.83832152141272,7.21266660465505,7.53449743373817,8.44041241487066,7.61559285651096,7.3082480054988,7.28002835661061,7.06608919045777,7.82228401601747,7.67065624911844,8.17327737320547,8.59118570962211,7.37077457607953,7.76930892376067
"1555758_a_at",6.41751500288509,2.94485844580754,7.08672008645982,6.74092756031863,6.50255337981306,5.67299099382775,7.90231481249263,7.17092652528738,7.13442632022093,7.59148494634413,7.44509763804318,7.15674042118313,7.42827641439251,11.5132439851034,10.8475663506298,8.58976348698498,8.15395729735659,10.6292473208606,10.6714260711079
"1555826_at",6.65420637794429,6.59066189596526,5.50874555424447,3.76765479823735,7.25010888886758,6.33681894254764,6.70666868217975,7.70521766091905,7.42298981330018,7.17042585027251,7.12825215227739,7.2389778817709,7.47508488294878,7.32975149851718,8.96532254836725,7.89451464427313,7.57908961472428,8.51558157974544,8.20129078827261
"1555842_at",8.04537743988332,8.54229674814921,8.57088031712497,8.19775729523352,8.38694024532431,8.57198012018773,9.51898748388082,9.08039118353492,9.7461111835499,9.82777139965517,8.95675366267198,9.33004293168184,9.35032043538701,11.2209647190654,10.3903517003314,9.47800105583793,9.31598730510983,10.2338952483292,10.0640421264664
"1555875_at",4.70873904135958,4.89675621847481,6.52073652693764,6.03033607837096,6.22978016673333,4.04526821513853,7.34189682097711,5.87676249078156,6.87504280300259,7.47224405239115,6.7019648391759,7.14323013477689,7.23515262421793,8.76460624310965,7.43854237365308,7.26865895502767,7.62087961135541,7.75181181986212,7.22602678036657
"1555890_at",7.6387978999517,7.68502906850355,8.09682055301582,9.15557722248235,8.4951354981605,8.27076252046605,7.67143491724901,7.20955084173053,7.7019648391759,7.53052338671504,7.20867331962947,7.65535182861255,7.4988890869768,5.96855160336395,7.41970742081027,6.99875965091037,6.95384722903479,6.43212427264156,7.41641754324987
"1555896_a_at",8.94479989368428,8.53558643635484,8.56124975286471,9.0263021108673,9.03960451795376,8.87670110864523,9.36964096451698,9.10658911154611,9.07044299858357,9.78654735647152,9.38627207648661,9.05188865590538,9.30060423774716,8.96410978701815,9.05436011759771,9.06764947165876,9.30355245558372,9.00118297563719,9.0718109270539
"1555967_at",10.2829609826709,10.727733300379,9.81172789780389,9.19633163426576,9.81618368143234,10.0014504189956,8.82873946500507,8.87172046232123,8.92326805288542,8.55975946398264,8.78424222205778,8.34841833982385,8.71719658720868,9.79730486052365,6.62234472272424,8.93345461191491,8.09713670240516,8.79028332554348,8.74459841350671
"1555980_a_at",9.27416846089261,10.2375326484931,8.25290192045027,8.85987639599882,9.18048107981653,8.98848587651354,5.02059109477325,7.53519760120684,7.93274625099681,7.71190783277251,4.9174317553901,7.4643415327611,6.4032677223393,3.53977919169849,6.97487342579282,3.4235781709818,4.79389588254888,4.86145916636151,3.16832111573972
"1556059_s_at",8.68797048659613,8.02740842972898,8.6610298396671,8.66063774000813,8.58908931290962,8.91719303692495,8.94649694120329,8.96156545264594,9.26120169580753,9.11017007200554,9.11748726632593,9.04862309938698,9.16842141085193,9.49421557780828,10.2111095643249,9.08645472419136,8.93566600073458,9.32010102754114,9.6082363376181
"1556487_a_at",6.05961485629722,3.58856473740135,4.96347412397489,5.67694435910691,5.04875931191986,4.75114232472695,6.70002349607515,6.32355021453705,6.88215391728701,6.585112773628,6.29810840321142,5.38404980679516,6.52246383549226,7.62241793925047,6.86876083388082,6.54365053798355,6.30140473756448,7.03628352798845,6.41599522099608
"1556514_at",2.9297909977186,2.30742852519225,3.13257684267001,3.08915913191124,3.08746284125034,2.05658352836637,5.17791779219584,3.67129337248158,4.12184429787638,3.20006486151431,3.32192809488736,3.60288440871842,7.02724253597374,6.8095430668046,3.54101915313356,4.71314590249026,3.22958792274065,3.53605290024021,4.68257329734758
"1556732_at",7.6909059198207,7.03869955130559,7.63908742334036,7.77656462918302,7.98692284187367,7.76633013095037,8.2588015567116,8.3011760686507,7.88441476425921,8.22929950871093,8.52211069058349,8.1122831085982,8.37438746400546,8.15532422905059,9.99708066282457,8.37360471408464,7.97682185236069,8.55941533243311,8.77653173112378
"1556755_s_at",6.73660487531425,6.85249829878989,5.73822740036724,6.5478199565777,6.8870377914192,6.95814667376272,7.16057737834079,7.75228028166775,6.85099939471647,7.86207938692946,7.40947579805596,7.66625951485942,7.16791986555194,7.07916474203731,7.35676006440924,6.89093302170554,7.52638186256192,7.38327228317575,7.22168378101097
"1556879_at",6.24849688595938,7.01290383323064,5.24298351610969,6.85262313719614,6.61691636257881,6.13996056954546,7.80548593713267,7.28918894339959,7.91468410532839,8.02845864742548,7.45582036508492,7.65749710044411,8.06824086131282,7.5385381636298,9.36115424129828,9.3393823870499,7.32219857485082,8.56613016782684,8.4748416022578
"1556936_at",7.75301612873584,7.39891466788541,6.96301164759943,8.90156082482984,8.3810670212533,8.04930403348226,5.85847839042327,6.57908961472428,7.2098432305255,6.45762712179055,6.75902263940966,6.35032043538701,5.96509162479079,5.29130885982897,0.678071905112638,2.12101540096137,4.96254902292306,4.43962313755712,4.81352468929781
"1556987_s_at",1.98185265328974,3.90785207184596,4.46988597627446,4.00988458893184,3.69265037003553,4.05571626351254,4.98230913012977,4.0866139474095,4.11353381959191,4.38059093426592,6.61706334388818,4.53294028837287,6.70804925170222,5.61853233397629,4.52418907844937,4.69209237542757,6.00629802390037,4.56864019541922,4.43162295971329
"1557073_s_at",9.28757387417716,9.62289375612162,9.09391928410816,9.76785339346664,9.31610047630208,9.42576140119084,8.83289001416474,8.67666233485797,8.44476644083308,9.012065787874,8.30332412685951,8.76775409926921,8.55397480823747,8.76818432477693,8.95084746839872,8.54067052168294,8.60622012128167,8.63357651881533,8.49976617797294
"1557261_at",8.51538446063695,9.27090264916713,8.08990063237077,8.26982798113563,8.32597997939444,8.45803743294513,7.59708417343337,7.98606956323305,8.21110956432488,7.63059476618863,7.55013110414446,7.36763315939816,7.76858134217361,8.06700404270676,7.99135177376779,7.79895774790043,6.79428588796893,8.14847658217828,7.33851355532181
"1557276_at",7.11342963507908,7.60496086950378,7.34748849721179,7.11727946005392,6.54997714277182,7.31940116685832,7.42231711058197,8.0736595917355,8.75618934763629,8.51064550409004,9.23328412726618,8.3413186666966,7.83548200437474,7.20143782950403,8.39163026151743,7.8530599865684,8.46850186173532,7.92919921993398,7.91025296279928
"1557370_s_at",10.9562599818593,10.8610636365329,10.3368635631319,10.7697138954322,10.6294021589771,10.4267364891744,10.5540995569648,9.97742304090898,9.63468401482686,9.5172166297036,10.0647427647503,10.1720524091831,9.9887556837969,8.7062542535732,9.37007707438424,10.2078196611159,9.71409093491609,9.58513155664083,9.20435105533745
"1557542_at",7.89087223954207,8.22453233396399,7.23227701026829,9.39038394689291,8.58398534510865,8.09238717168052,6.5573488175248,5.84473714406068,6.88349863165372,6.21664886703315,6.90243541395902,5.98048235553826,7.21897485712327,5.75167794568758,6.22843392051337,3.17472598770613,4.62175885670973,3.96901230751632,5.06047978140759
"1557688_at",8.00146449358857,8.10391721075207,8.14776459222543,7.2098432305255,7.74510284645816,7.80625960388449,8.87236707249455,8.01658546043445,9.09971599916091,9.25375295641701,8.39720399591063,8.94063660720115,8.59700965983467,11.4625891793194,8.60895705221829,9.6415279663863,9.51599544222748,10.1026581313637,10.2015358486664
"1557900_at",5.97911075501579,6.50716034911752,3.40190347160796,4.45811948117451,2.26002565596146,5.25398926623079,7.94392132655349,7.25512301484779,7.03738222200308,8.27244316724292,8.77511640443559,8.146746853803,8.17377705977215,6.83339613416323,6.54163873443614,7.2128611165929,8.65778289581765,7.58571370877816,7.42794133250948
"1558103_a_at",9.28216176658182,9.23016457788425,9.06982566504348,8.66088727030257,8.98905383315371,8.74564071394166,7.39874369193819,8.67394502871731,8.1184220243132,7.54851368968048,8.48546708037656,8.16786970143083,8.25781210237543,8.71808758396052,8.12814902528633,7.90965311453448,8.31863318714063,8.36058375459006,8.46654555424412
"1558116_x_at",7.56010351346474,7.18992337022493,7.3931759143488,7.26303440583379,6.54843662469604,6.98367769469807,7.96150757468309,7.82349462471286,7.79876338882239,7.57046293102604,7.86980973013979,7.78358761201847,7.21305560230915,7.69258063251088,8.14036967065153,8.82626246212519,9.40405584169233,8.26129573759369,8.59678609594453
"1558122_s_at",7.59522017792757,7.08001802908917,7.23390722850783,6.49777201759007,6.92386226807603,7.27099606074028,6.82959589917751,6.72027846523333,5.60021027442009,6.24773767265893,5.8011586560937,6.09148827976428,5.86021792474585,4.877744249949,6.07660184861857,4.53044535469291,3.56803210477128,6.55933884760654,3.61235249875266
"1558143_a_at",8.5501695919205,8.34806418472904,8.06312539345879,8.41523472925925,8.60180792293728,7.94444853103254,8.65054917256184,8.09280998592419,8.750907928011,9.20417985185709,8.83712329583833,8.60344089668709,9.08025792516947,9.4318527497625,10.1246770818872,9.57235916830764,8.94968082926438,9.22421878587687,9.23553560671046
"1558393_at",7.19396881942197,7.19927972133662,7.65999589242998,7.66732447027863,6.98766194202704,7.33699741660501,8.2538474849874,8.09434164963584,8.46156130000189,8.54136770035673,8.05131771683587,7.85299758761332,7.8060017610634,7.59522017792757,8.502473820156,8.0065785455993,7.60622012128167,8.34340782229781,7.91904207268266
"1558850_s_at",7.1928845679823,7.64241277290506,7.63944924588907,5.88898672118656,7.50525580093216,7.75281548039066,5.57258654938577,7.19249009261149,4.28466218548316,5.63691458035588,6.6477462172081,6.01301553583926,3.84498815668261,4.83491342970104,5.30779279612989,5.18467702068089,5.53760669149529,6.76062016107245,4.61706334388818
"1558934_a_at",7.77208359224655,7.97096866052181,8.15517241169343,7.21033041353789,7.59708417343337,7.49825086752783,7.16671544496642,7.28466218548316,7.29047969825131,6.65133876610593,7.05777516691354,6.7599547420113,5.81557542886257,5.69655030107857,5.28946563095822,7.04154964501142,6.79636413813963,6.81557542886257,6.53169336086147
"1558937_s_at",7.69884354769468,7.76646265242577,7.59238228429307,7.16269343221124,7.83478704933734,7.64932804098478,8.59510826157551,8.26176585459501,8.13811817761461,8.38102374710956,8.01033228328482,7.64241277290506,8.29833755883254,9.28632672709055,8.77376561255631,8.89475714459574,8.15228484230658,8.95218793815422,8.78188423454149
"1559145_at",3.33628338786443,4.41683974191283,4.27426166125705,3.39369076418745,2.70487196445635,5.11935617703968,4.64731450954714,6.08746284125034,7.52089364047342,4.81044310384517,5.99525837340469,5.28132732965948,6.63110428236588,6.30669970727279,5.97452931248388,6.36194377373524,6.5512083739461,5.94579495674006,6.15724586737157
"1559214_at",8.94649694120329,9.27833329452294,8.77847143419983,10.1371960985882,9.65949648015161,9.72400216840422,8.31020377076177,8.37356121552311,8.44070309243619,8.36951010584563,8.3807207917533,8.8588823978691,8.19076299352434,7.95884267524324,7.72123593057174,8.07761687174007,9.06842897992097,8.32111635060237,8.21037912279194
"1559295_at",3.13257684267001,4.06263982828646,3.29130885982897,3.95884267524324,3.38681094647222,4.16108148227718,4.75060650483559,4.18507363787676,6.99118168140853,4.40599235967584,4.99548451887751,5.42559357765306,4.16510798514454,4.28540221886225,3.93073733756289,4.14893410452634,5.32589006103978,5.73849764388979,4.59036248846375
"1559296_at",8.36715261781248,7.88025696257741,7.78888143201129,8.01167453338092,8.21140163741847,8.18348651445939,7.1950522566089,7.74469931420784,7.75020450927987,7.43053618373656,6.94415566344036,7.48542682717024,7.57129758250485,5.46237957184102,1.90689059560852,7.08650780054995,7.08958289312471,7.47727256504522,5.122258567812
"1559393_at",6.48623167798101,5.76341157447001,6.4920133868738,5.72846476509253,6.30103884990315,6.33681894254764,5.37712374912949,3.28983446517751,2.84197311892718,3.68257329734758,5.78345665436024,2.03562390973072,4.51538446063695,5.67496903062497,5.6284819943839,3.14241343787374,6.09169983413681,2.73335434061383,3.43562859405209
"1559455_at",7.49369536323967,8.25724639506855,8.16500745941263,7.44724856860178,7.26481788670616,7.79129314859221,7.27974985301445,6.76553474636298,7.41818994794577,7.14588121129242,7.29222959190495,7.25606712524133,7.03099811817189,7.36632221424582,1.91838623444635,7.03529398747272,1.23878685958712,5.66049513188851,6.79869859664396
"1559633_a_at",3.36036427654347,2.08065766334523,5.27686882997646,5.77531397525381,4.85598969730848,4.38404980679516,5.98025384598826,6.59021276140836,7.89141918684608,9.62758860006129,9.37944335187075,8.5818408005735,8.7912605846855,4.36667191611176,6.54596836910529,6.78724960846791,7.77912836925098,6.97796675761948,7.01970191444255
"1559901_s_at",8.4526942640982,8.36889927505647,9.14572839691774,8.58571370877817,8.5791650596212,8.69027740102343,7.98053947727093,8.56529252058102,7.86437188742314,7.86455760628125,7.66625951485942,8.24640808724638,8.3387809438947,6.16510798514454,6.06177619758669,4.36317107711924,7.65477921695952,6.85959690323874,6.76473892302338
"1560277_a_at",6.40394936423287,3.93168305705981,6.15825622881134,5.32481060342048,4.45154083301783,6.44476644083308,4.55704241526372,7.07927143052254,6.97326686099329,6.47183776242229,6.86554770328563,7.00472609358901,6.73903797911741,7.8648051942415,8.01513624379738,7.55642941544957,7.55143911285757,6.80812758745547,6.87811223746302
"1560550_at",3.62527048937469,4.21179097625254,3.73876783680019,3.80219321694183,4.62643913669732,3.89433274227769,6.1753249891849,6.56833618213375,4.87381319835909,6.57848591347439,4.20476675065461,6.27183649284068,5.60110220337641,5.09592441999854,8.29425313644451,6.97246290720214,7.13893730895863,7.28974226546245,7.27351588970212
"1560659_at",8.13298804262744,8.22621949944792,8.19760987837947,7.36299581197405,8.34899365649374,8.1225174261266,8.81791100043182,8.36203147289583,9.15830672831398,8.88523878649593,8.26655231794239,8.8569545754232,8.3051041333048,9.41683974191283,9.20185436495916,8.91372717300518,8.470089410577,9.48880418737256,8.92854798388255
"1560661_x_at",8.32485559695043,7.80864246791806,7.99554104970727,8.65467182696821,8.14190276743519,8.42383025084048,9.00284313804331,8.36492255850577,9.0905888274313,8.91546114574373,8.49745269597724,8.55320688623026,8.89533291955012,9.43082885781231,9.43396093112118,8.88114455833665,9.24000419290033,9.37512633806909,9.097979428896
"1560986_a_at",6.91312876781974,7.35305858457076,7.01335059178213,7.46499492726543,7.59103606798305,7.60139939053183,7.81179210747703,8.06947662050576,8.21436769557362,8.25993153134613,7.74422838388184,7.70639240967011,7.16148463864166,8.29521791940726,8.58908931290962,8.05826237186247,8.15572899724877,8.07097959571871,8.51711818515321
"1561135_at",7.05017516041092,6.84486265583082,7.00112666545428,6.84172158112846,6.85984534392145,7.57326847767598,7.57349571549561,7.72191944555154,8.80703285596834,8.27663623851725,7.48574882137778,7.30505851953743,7.467605550083,7.85754563352721,8.24155420879597,7.78352213467528,8.29815423724763,7.66519377274042,7.63829109417095
